family,N,d,q,p,sample_idx,relax_core_ratio,relax_rounded_ratio,opt_warm_ratio,opt_cold_ratio
Gilbert,9,,0.25,7,16,0.1875,1.0,0.9999998322870413,0.6233533992946655
Gilbert,9,,0.25,7,17,0.25,1.0,0.9374098934767716,0.8390709784925962
Gilbert,9,,0.25,7,18,0.08928571428571429,1.0,0.9999891063224017,0.9990650678919233
Gilbert,9,,0.25,7,19,0.325,1.0,0.9999999999190509,0.6776798235963992
Gilbert,9,,0.25,8,0,0.4,1.0,0.994310278309003,0.8111588820176407
Gilbert,9,,0.25,8,1,0.325,1.0,0.9999998386608222,0.8118914482243642
Gilbert,9,,0.25,8,2,0.2109375,1.0,0.7685993636632934,0.8358416590007953
Gilbert,9,,0.25,8,3,0.234375,0.0,0.5820734712448491,0.5874144917508455
Gilbert,9,,0.25,8,4,0.2578125,0.625,0.9077536706121677,0.9105452070339927
Gilbert,9,,0.25,8,5,0.25,1.0,0.9999999944931484,0.6711579105184016
Gilbert,9,,0.25,8,6,0.234375,0.0,0.8225991734804405,0.866138874107153
Gilbert,9,,0.25,8,7,0.25,1.0,0.9999998847087723,0.9837408745185933
Gilbert,9,,0.25,8,8,0.125,1.0,0.9989990412998053,0.9916320140511585
Gilbert,9,,0.25,8,9,0.3046875,0.75,0.9368844666440986,0.8006654512488367
Gilbert,9,,0.25,8,10,0.1875,1.0,0.958978082396666,0.8757555344566658
Gilbert,9,,0.25,8,11,0.21875,0.625,0.8631415942696593,0.8480442415920526
Gilbert,9,,0.25,8,12,0.175,1.0,0.9813217838454238,0.6631346949310595
Gilbert,9,,0.25,8,13,0.175,1.0,0.9999999993126878,0.8656475269448114
Gilbert,9,,0.25,8,14,0.25,1.0,0.9999985394925613,0.9539437411570711
Gilbert,9,,0.25,8,15,0.14285714285714285,1.0,0.999999954224007,0.9997812784901369
Gilbert,9,,0.25,8,16,0.1875,1.0,0.9999936498837432,0.6296745037247473
Gilbert,9,,0.25,8,17,0.25,1.0,0.9386129073201832,0.8329419067086544
Gilbert,9,,0.25,8,18,0.08928571428571429,1.0,0.9999930773099387,0.9999130137436202
Gilbert,9,,0.25,8,19,0.325,1.0,0.9999999896116674,0.6800968417572092
Gilbert,9,,0.25,9,0,0.4,1.0,0.9944482461871701,0.8514092658764577
Gilbert,9,,0.25,9,1,0.325,1.0,0.9999999991828087,0.8886647531653793
Gilbert,9,,0.25,9,2,0.2109375,1.0,0.8184169885838796,0.8361450607741244
Gilbert,9,,0.25,9,3,0.234375,0.0,0.7899254915899198,0.8025134228589607
Gilbert,9,,0.25,9,4,0.2578125,0.625,0.9455100211080903,0.9118435106628298
Gilbert,9,,0.25,9,5,0.25,1.0,0.9999999034611238,0.7967885605959922
Gilbert,9,,0.25,9,6,0.234375,0.0,0.8551296867804496,0.8850389848092348
Gilbert,9,,0.25,9,7,0.25,1.0,0.9999997795087913,0.9879387057982756
Gilbert,9,,0.25,9,8,0.125,1.0,0.9993625438162,0.9839801988754165
Gilbert,9,,0.25,9,9,0.3046875,0.75,0.9485672511947121,0.8814834866216377
Gilbert,9,,0.25,9,10,0.1875,1.0,0.9618594729845634,0.8744475345018694
Gilbert,9,,0.25,9,11,0.21875,0.625,0.9252893903549346,0.9039137869868046
Gilbert,9,,0.25,9,12,0.175,1.0,-0.024931455771662937,0.6725858852872632
Gilbert,9,,0.25,9,13,0.175,1.0,0.9999999805662856,0.9004082006845827
Gilbert,9,,0.25,9,14,0.25,1.0,0.9999999385728153,0.9640270596693755
Gilbert,9,,0.25,9,15,0.14285714285714285,1.0,0.99999921628142,0.9999998856594654
Gilbert,9,,0.25,9,16,0.1875,1.0,0.9999999025130752,0.8770168752604487
Gilbert,9,,0.25,9,17,0.25,1.0,0.9386617129789997,0.8999590405049618
Gilbert,9,,0.25,9,18,0.08928571428571429,1.0,0.9999889591636995,0.9998095679413243
Gilbert,9,,0.25,9,19,0.325,1.0,0.9999998036224328,0.7939803167169682
Gilbert,9,,0.25,10,0,0.4,1.0,0.9952767473031713,0.8828016582909359
Gilbert,9,,0.25,10,1,0.325,1.0,0.999999991601709,0.8682154169269871
Gilbert,9,,0.25,10,2,0.2109375,1.0,0.9216441443306571,0.8362425348147019
Gilbert,9,,0.25,10,3,0.234375,0.0,0.8262215533046784,0.7271610861172387
Gilbert,9,,0.25,10,4,0.2578125,0.625,0.8134673557500383,0.9311262651277062
Gilbert,9,,0.25,10,5,0.25,1.0,0.99999993658361,0.775302215076182
Gilbert,9,,0.25,10,6,0.234375,0.0,0.8868106216807148,0.8863062124544066
Gilbert,9,,0.25,10,7,0.25,1.0,0.9999994031956838,0.9917898009054668
Gilbert,9,,0.25,10,8,0.125,1.0,0.9995895549864219,0.9909671376642356
Gilbert,9,,0.25,10,9,0.3046875,0.75,0.8881128182224427,0.8960887342882118
Gilbert,9,,0.25,10,10,0.1875,1.0,0.9627508202256275,0.8858542748345561
Gilbert,9,,0.25,10,11,0.21875,0.625,0.9514075684515269,0.8537109648643317
Gilbert,9,,0.25,10,12,0.175,1.0,0.9999999400810392,0.6743243611067362
Gilbert,9,,0.25,10,13,0.175,1.0,0.999995219682275,0.908586721631614
Gilbert,9,,0.25,10,14,0.25,1.0,0.9999998639735307,0.9713567483241242
Gilbert,9,,0.25,10,15,0.14285714285714285,1.0,0.999999920444734,0.9999999862501726
Gilbert,9,,0.25,10,16,0.1875,1.0,0.9999996884660091,0.8418186389555465
Gilbert,9,,0.25,10,17,0.25,1.0,0.9386704213683865,0.8444316611930868
Gilbert,9,,0.25,10,18,0.08928571428571429,1.0,0.9999895218157098,0.9999979772750868
Gilbert,9,,0.25,10,19,0.325,1.0,0.9999999921941803,0.782711415797992
Gilbert,10,,0.1,1,0,0.125,1.0,0.921653147773611,0.8816805272182262
Gilbert,10,,0.1,1,1,0.05555555555555555,1.0,0.9208916091746432,0.823747375375422
Gilbert,10,,0.1,1,2,0.05555555555555555,1.0,0.9640102201607164,0.9468183817483613
Gilbert,10,,0.1,1,3,0.21428571428571427,1.0,0.8220747449558707,0.476985455503897
Gilbert,10,,0.1,1,4,0.18229166666666666,1.0,0.4342869788355122,0.6797553035006855
Gilbert,10,,0.1,1,5,0.21428571428571427,1.0,0.8220747449558703,0.476985455503897
Gilbert,10,,0.1,1,6,0.125,1.0,0.9229896764656903,0.7468676147861537
Gilbert,10,,0.1,1,7,0.125,1.0,0.759174780015185,0.5978137570950881
Gilbert,10,,0.1,1,8,0.21428571428571427,1.0,0.8220747449558706,0.4769854555038971
Gilbert,10,,0.1,1,9,0.078125,1.0,0.9193503494543565,0.7615198945203798
Gilbert,10,,0.1,1,10,0.16071428571428573,1.0,0.9213008386234304,0.4770069141025281
Gilbert,10,,0.1,1,11,0.125,1.0,0.921653147773611,0.8816805272182262
Gilbert,10,,0.1,1,12,0.125,1.0,0.8594841559809545,0.6243164138383188
Gilbert,10,,0.1,1,13,0.05555555555555555,1.0,0.9208916091746436,0.8237473753754221
Gilbert,10,,0.1,1,14,0.18229166666666666,0.9166666666666666,0.49739583333333176,0.6712132420431093
Gilbert,10,,0.1,1,15,0.125,1.0,0.9476993716357679,0.747917832073435
Gilbert,10,,0.1,1,16,0.21428571428571427,1.0,0.8220747449558703,0.476985455503897
Gilbert,10,,0.1,1,17,0.125,1.0,0.9476993716357676,0.7479178320734354
Gilbert,10,,0.1,1,18,0.15104166666666666,1.0,0.27727658499265256,0.31726573602224717
Gilbert,10,,0.1,1,19,0.2708333333333333,1.0,0.8467020133190887,0.6819716762495475
Gilbert,10,,0.1,2,0,0.125,1.0,0.9929963775681679,0.9733226962787964
Gilbert,10,,0.1,2,1,0.05555555555555555,1.0,0.9574306716764812,0.9212884714000433
Gilbert,10,,0.1,2,2,0.05555555555555555,1.0,0.9963674328958033,0.9905268355345961
Gilbert,10,,0.1,2,3,0.21428571428571427,1.0,0.9254579755326511,0.7897966999192657
Gilbert,10,,0.1,2,4,0.18229166666666666,1.0,0.8386221317523913,0.8211370542700115
Gilbert,10,,0.1,2,5,0.21428571428571427,1.0,0.9254579755326517,0.7897966999192662
Gilbert,10,,0.1,2,6,0.125,1.0,0.9818873617242688,0.9250661984483044
Gilbert,10,,0.1,2,7,0.125,1.0,0.7768968982899009,0.6726937815197293
Gilbert,10,,0.1,2,8,0.21428571428571427,1.0,0.9254579755326517,0.7897966999192662
Gilbert,10,,0.1,2,9,0.078125,1.0,0.9719873083162367,0.8600026483137846
Gilbert,10,,0.1,2,10,0.16071428571428573,1.0,0.974389942096416,0.8233460049982319
Gilbert,10,,0.1,2,11,0.125,1.0,0.9929963775681688,0.9733226962787966
Gilbert,10,,0.1,2,12,0.125,1.0,0.9549542774464423,0.7508351453497801
Gilbert,10,,0.1,2,13,0.05555555555555555,1.0,0.9574306716764807,0.9212884714000431
Gilbert,10,,0.1,2,14,0.18229166666666666,0.9166666666666666,0.5266927083333314,0.7783847763286968
Gilbert,10,,0.1,2,15,0.125,1.0,0.9812650410273014,0.8878203879590024
Gilbert,10,,0.1,2,16,0.21428571428571427,1.0,0.9254579755326517,0.7897966999192663
Gilbert,10,,0.1,2,17,0.125,1.0,0.9812650410273002,0.8878203879590021
Gilbert,10,,0.1,2,18,0.15104166666666666,1.0,0.5340140812941873,0.45775825138473875
Gilbert,10,,0.1,2,19,0.2708333333333333,1.0,0.9300616494023871,0.8209564608528117
Gilbert,10,,0.1,3,0,0.125,1.0,0.9999999999977551,0.9999999999992131
Gilbert,10,,0.1,3,1,0.05555555555555555,1.0,0.9999509873948915,0.9714411593621237
Gilbert,10,,0.1,3,2,0.05555555555555555,1.0,0.9999999999576522,0.9999999999960735
Gilbert,10,,0.1,3,3,0.21428571428571427,1.0,0.975259130876258,0.8019650444065444
Gilbert,10,,0.1,3,4,0.18229166666666666,1.0,0.9355667211157446,0.8935003433096043
Gilbert,10,,0.1,3,5,0.21428571428571427,1.0,0.9752591308762574,0.8019650444065453
Gilbert,10,,0.1,3,6,0.125,1.0,0.9925563316059972,0.9675581857272034
Gilbert,10,,0.1,3,7,0.125,1.0,0.8843523569017268,0.6974855276772398
Gilbert,10,,0.1,3,8,0.21428571428571427,1.0,0.9752591308762572,0.8019650444065449
Gilbert,10,,0.1,3,9,0.078125,1.0,0.9876661502124446,0.9241328626826203
Gilbert,10,,0.1,3,10,0.16071428571428573,1.0,0.9908182024547685,0.9074832752794677
Gilbert,10,,0.1,3,11,0.125,1.0,0.999999999997756,0.999999999999213
Gilbert,10,,0.1,3,12,0.125,1.0,0.9882933584843796,0.9038617124944294
Gilbert,10,,0.1,3,13,0.05555555555555555,1.0,0.9999509873948919,0.9714411593621229
Gilbert,10,,0.1,3,14,0.18229166666666666,0.9166666666666666,0.57503255208334,0.847879048113378
Gilbert,10,,0.1,3,15,0.125,1.0,0.9943516970636993,0.9521253458312309
Gilbert,10,,0.1,3,16,0.21428571428571427,1.0,0.9752591308762575,0.8019650444065451
Gilbert,10,,0.1,3,17,0.125,1.0,0.9943516970637007,0.9521253458312309
Gilbert,10,,0.1,3,18,0.15104166666666666,1.0,0.5994718999269283,0.508415925340212
Gilbert,10,,0.1,3,19,0.2708333333333333,1.0,0.9672514316796512,0.8736616104628133
Gilbert,10,,0.1,4,0,0.125,1.0,0.9999999996435317,0.9999999999836455
Gilbert,10,,0.1,4,1,0.05555555555555555,1.0,0.9999584886303351,0.9957938799511596
Gilbert,10,,0.1,4,2,0.05555555555555555,1.0,0.9999999998814597,0.9999999999299907
Gilbert,10,,0.1,4,3,0.21428571428571427,1.0,0.9945238735287417,0.9052608047628176
Gilbert,10,,0.1,4,4,0.18229166666666666,1.0,0.9595994044074447,0.9197560343743142
Gilbert,10,,0.1,4,5,0.21428571428571427,1.0,0.9945238733110795,0.9052608047630856
Gilbert,10,,0.1,4,6,0.125,1.0,0.9976048699636872,0.989375865039612
Gilbert,10,,0.1,4,7,0.125,1.0,0.7971092628206276,0.7042547636147315
Gilbert,10,,0.1,4,8,0.21428571428571427,1.0,0.9945238733797075,0.905260804762882
Gilbert,10,,0.1,4,9,0.078125,1.0,0.9946898317938034,0.9516889571163685
Gilbert,10,,0.1,4,10,0.16071428571428573,1.0,0.9950771112512852,0.922122040571679
Gilbert,10,,0.1,4,11,0.125,1.0,0.9999999996435309,0.9999999999836451
Gilbert,10,,0.1,4,12,0.125,1.0,0.9958314498377313,0.9421136670044603
Gilbert,10,,0.1,4,13,0.05555555555555555,1.0,0.9999584886303331,0.9957938799511611
Gilbert,10,,0.1,4,14,0.18229166666666666,0.9166666666666666,0.5929768880208776,0.938710645739032
Gilbert,10,,0.1,4,15,0.125,1.0,0.9970563151936223,0.9832912561057063
Gilbert,10,,0.1,4,16,0.21428571428571427,1.0,0.9945238729043497,0.9052608047629359
Gilbert,10,,0.1,4,17,0.125,1.0,0.9970563151936234,0.9832912561057062
Gilbert,10,,0.1,4,18,0.15104166666666666,1.0,0.6478464788063638,0.8561848703297074
Gilbert,10,,0.1,4,19,0.2708333333333333,1.0,0.9847823315332479,0.8970902773758307
Gilbert,10,,0.1,5,0,0.125,1.0,0.9999999997879834,0.9999999999073262
Gilbert,10,,0.1,5,1,0.05555555555555555,1.0,0.9999999096767189,0.9970132295349485
Gilbert,10,,0.1,5,2,0.05555555555555555,1.0,0.9999999999958966,0.9999999991859205
Gilbert,10,,0.1,5,3,0.21428571428571427,1.0,0.9999999937037861,0.9106517911068346
Gilbert,10,,0.1,5,4,0.18229166666666666,1.0,0.9876078947216408,0.9642904963803596
Gilbert,10,,0.1,5,5,0.21428571428571427,1.0,0.9999999953352405,0.9106517911145231
Gilbert,10,,0.1,5,6,0.125,1.0,0.9994232908884594,0.996289185627761
Gilbert,10,,0.1,5,7,0.125,1.0,0.9004311953915745,0.7626201993895454
Gilbert,10,,0.1,5,8,0.21428571428571427,1.0,0.999999998924282,0.9106517911266186
Gilbert,10,,0.1,5,9,0.078125,1.0,0.9963604586498641,0.974023973152077
Gilbert,10,,0.1,5,10,0.16071428571428573,1.0,0.9975256137548543,0.9449406837031665
Gilbert,10,,0.1,5,11,0.125,1.0,0.9999999997879823,0.9999999999073257
Gilbert,10,,0.1,5,12,0.125,1.0,0.9989268985685623,0.9515536267329547
Gilbert,10,,0.1,5,13,0.05555555555555555,1.0,0.9999999066170441,0.9970132295349483
Gilbert,10,,0.1,5,14,0.18229166666666666,0.9166666666666666,0.7038909924345211,0.9416747942824494
Gilbert,10,,0.1,5,15,0.125,1.0,0.9989291550055497,0.9930704681362966
Gilbert,10,,0.1,5,16,0.21428571428571427,1.0,0.9999999964586385,0.9106517910989229
Gilbert,10,,0.1,5,17,0.125,1.0,0.9989291550055512,0.9930704681362962
Gilbert,10,,0.1,5,18,0.15104166666666666,1.0,0.8352200287621182,0.9017680181174684
Gilbert,10,,0.1,5,19,0.2708333333333333,1.0,0.9894970863253313,0.9059928809011404
Gilbert,10,,0.1,6,0,0.125,1.0,0.9999999997902596,0.999999999966793
Gilbert,10,,0.1,6,1,0.05555555555555555,1.0,0.9999999583263833,0.9989444666590539
Gilbert,10,,0.1,6,2,0.05555555555555555,1.0,0.9999999999651088,0.9999999999036393
Gilbert,10,,0.1,6,3,0.21428571428571427,1.0,0.9999999944840126,0.906258602636502
Gilbert,10,,0.1,6,4,0.18229166666666666,1.0,0.984111219379327,0.9858177966880198
Gilbert,10,,0.1,6,5,0.21428571428571427,1.0,0.9999999988176071,0.9062585989467173
Gilbert,10,,0.1,6,6,0.125,1.0,0.9999445828329241,0.9997203275557093
Gilbert,10,,0.1,6,7,0.125,1.0,0.9486494551752462,0.8920500314297345
Gilbert,10,,0.1,6,8,0.21428571428571427,1.0,0.9999999983278887,0.9062586022691791
Gilbert,10,,0.1,6,9,0.078125,1.0,0.9985023014432084,0.9861545643825227
Gilbert,10,,0.1,6,10,0.16071428571428573,1.0,0.9991751374373619,0.9493436489944488
Gilbert,10,,0.1,6,11,0.125,1.0,0.9999999997902607,0.9999999999667917
Gilbert,10,,0.1,6,12,0.125,1.0,0.9993595251652817,0.9677859572510844
Gilbert,10,,0.1,6,13,0.05555555555555555,1.0,0.9999999945104511,0.9989444661809515
Gilbert,10,,0.1,6,14,0.18229166666666666,0.9166666666666666,0.8736997114196582,0.9830461586543852
Gilbert,10,,0.1,6,15,0.125,1.0,0.9997114970870271,0.9946971872493432
Gilbert,10,,0.1,6,16,0.21428571428571427,1.0,0.9999999979589168,0.9062586024359908
Gilbert,10,,0.1,6,17,0.125,1.0,0.9997114970874326,0.9946971852421111
Gilbert,10,,0.1,6,18,0.15104166666666666,1.0,0.8632392698331728,0.923189975247363
Gilbert,10,,0.1,6,19,0.2708333333333333,1.0,0.9934737965759345,0.9413491951488488
Gilbert,10,,0.1,7,0,0.125,1.0,0.9999999999946052,0.9999999999949007
Gilbert,10,,0.1,7,1,0.05555555555555555,1.0,0.9999998390822411,0.9999999923643834
Gilbert,10,,0.1,7,2,0.05555555555555555,1.0,0.9999999999997653,0.9999999998819666
Gilbert,10,,0.1,7,3,0.21428571428571427,1.0,0.9999999987876231,0.9240774412780837
Gilbert,10,,0.1,7,4,0.18229166666666666,1.0,0.9976845072070382,0.9754311040419065
Gilbert,10,,0.1,7,5,0.21428571428571427,1.0,0.9999999952821075,0.9240774413467981
Gilbert,10,,0.1,7,6,0.125,1.0,0.9999970977261453,0.9999999993046425
Gilbert,10,,0.1,7,7,0.125,1.0,0.9572321057317342,0.8698122531059332
Gilbert,10,,0.1,7,8,0.21428571428571427,1.0,0.9999999987619005,0.9240774396197539
Gilbert,10,,0.1,7,9,0.078125,1.0,0.9989910587360361,0.9905701987912728
Gilbert,10,,0.1,7,10,0.16071428571428573,1.0,0.9997164818097402,0.9999999964355312
Gilbert,10,,0.1,7,11,0.125,1.0,0.9999999999946054,0.9999999999949019
Gilbert,10,,0.1,7,12,0.125,1.0,0.9998286209510985,0.9843582097328416
Gilbert,10,,0.1,7,13,0.05555555555555555,1.0,0.9999999737486314,0.999999999248324
Gilbert,10,,0.1,7,14,0.18229166666666666,0.9166666666666666,0.9111149464027424,0.9809809376707008
Gilbert,10,,0.1,7,15,0.125,1.0,0.9999962454468112,0.996351104841802
Gilbert,10,,0.1,7,16,0.21428571428571427,1.0,0.9999999995329976,0.9240774403924001
Gilbert,10,,0.1,7,17,0.125,1.0,0.9999962703363593,0.9963511126675334
Gilbert,10,,0.1,7,18,0.15104166666666666,1.0,0.7997472694083875,0.9320483401318483
Gilbert,10,,0.1,7,19,0.2708333333333333,1.0,0.9963049696681154,0.9656698915025848
Gilbert,10,,0.1,8,0,0.125,1.0,0.9999999999997025,0.9999999995619662
Gilbert,10,,0.1,8,1,0.05555555555555555,1.0,0.9999999804150355,0.9999999640702979
Gilbert,10,,0.1,8,2,0.05555555555555555,1.0,0.99999999989725,0.9999999999989255
Gilbert,10,,0.1,8,3,0.21428571428571427,1.0,0.9999998782203603,0.9557860575737472
Gilbert,10,,0.1,8,4,0.18229166666666666,1.0,0.9986137893938952,0.9946066097261038
Gilbert,10,,0.1,8,5,0.21428571428571427,1.0,0.999999741855443,0.9557860577721692
Gilbert,10,,0.1,8,6,0.125,1.0,0.9999960852163385,0.9999999956974132
Gilbert,10,,0.1,8,7,0.125,1.0,0.9995596280214832,0.9274713844554949
Gilbert,10,,0.1,8,8,0.21428571428571427,1.0,0.9999998776157712,0.9557860563238615
Gilbert,10,,0.1,8,9,0.078125,1.0,0.9993860466397315,0.9899939653021885
Gilbert,10,,0.1,8,10,0.16071428571428573,1.0,0.9999454367982606,0.9923714511074159
Gilbert,10,,0.1,8,11,0.125,1.0,0.9999999999996987,0.9999999995619637
Gilbert,10,,0.1,8,12,0.125,1.0,0.99993209568973,0.9883348083662237
Gilbert,10,,0.1,8,13,0.05555555555555555,1.0,0.999999645261584,0.99999999931945
Gilbert,10,,0.1,8,14,0.18229166666666666,0.9166666666666666,0.9433231094505817,0.9913607928719695
Gilbert,10,,0.1,8,15,0.125,1.0,0.9999996178256733,0.9998086058221473
Gilbert,10,,0.1,8,16,0.21428571428571427,1.0,0.9999998877909376,0.955786058065849
Gilbert,10,,0.1,8,17,0.125,1.0,0.9999996187262736,0.9998082362401718
Gilbert,10,,0.1,8,18,0.15104166666666666,1.0,0.8422811912623146,0.942174956059136
Gilbert,10,,0.1,8,19,0.2708333333333333,1.0,0.9974499724963177,0.9784495814174585
Gilbert,10,,0.1,9,0,0.125,1.0,0.9999999999997808,0.9999999999994922
Gilbert,10,,0.1,9,1,0.05555555555555555,1.0,0.9999999254330398,0.9999999989437431
Gilbert,10,,0.1,9,2,0.05555555555555555,1.0,0.9999999999729563,0.9999999999172364
Gilbert,10,,0.1,9,3,0.21428571428571427,1.0,0.9999994818372492,0.9884498880900063
Gilbert,10,,0.1,9,4,0.18229166666666666,1.0,0.9993332522475225,0.9963288711805762
Gilbert,10,,0.1,9,5,0.21428571428571427,1.0,0.9999999892163883,0.988449890614029
Gilbert,10,,0.1,9,6,0.125,1.0,0.999996902006278,0.9999999939395133
Gilbert,10,,0.1,9,7,0.125,1.0,0.9999318032447739,0.9346282865359214
Gilbert,10,,0.1,9,8,0.21428571428571427,1.0,0.9999995236583855,0.9884498903997956
Gilbert,10,,0.1,9,9,0.078125,1.0,0.9996528829325562,0.9916603108078411
Gilbert,10,,0.1,9,10,0.16071428571428573,1.0,0.9999945140976997,0.9999998817971301
Gilbert,10,,0.1,9,11,0.125,1.0,0.9999999999997807,0.9999999999994896
Gilbert,10,,0.1,9,12,0.125,1.0,0.9999703981961277,0.9947207182557211
Gilbert,10,,0.1,9,13,0.05555555555555555,1.0,0.9999998274609412,0.9999999992021424
Gilbert,10,,0.1,9,14,0.18229166666666666,0.9166666666666666,0.9365193688338674,0.9909119787861794
Gilbert,10,,0.1,9,15,0.125,1.0,0.9999990317587526,0.9999997538124524
Gilbert,10,,0.1,9,16,0.21428571428571427,1.0,0.9999994477851372,0.9884498892311198
Gilbert,10,,0.1,9,17,0.125,1.0,0.9999997496931738,0.9999999904277697
Gilbert,10,,0.1,9,18,0.15104166666666666,1.0,0.8414742736365429,0.9864849997651146
Gilbert,10,,0.1,9,19,0.2708333333333333,1.0,0.9990328804960177,0.9847376697053246
Gilbert,10,,0.1,10,0,0.125,1.0,0.9999999999996172,0.9999999999928505
Gilbert,10,,0.1,10,1,0.05555555555555555,1.0,0.9999992668967492,0.9999999941188388
Gilbert,10,,0.1,10,2,0.05555555555555555,1.0,0.9999999999061855,0.9999999999961524
Gilbert,10,,0.1,10,3,0.21428571428571427,1.0,0.9999993732133851,0.9947936054030789
Gilbert,10,,0.1,10,4,0.18229166666666666,1.0,0.9995985991111601,0.9999999842347486
Gilbert,10,,0.1,10,5,0.21428571428571427,1.0,0.9999996857179637,0.9947936051948228
Gilbert,10,,0.1,10,6,0.125,1.0,0.9999988773000448,0.9999999994921082
Gilbert,10,,0.1,10,7,0.125,1.0,0.9999873243421612,0.9747901252707247
Gilbert,10,,0.1,10,8,0.21428571428571427,1.0,0.999999169009482,0.9947936026337784
Gilbert,10,,0.1,10,9,0.078125,1.0,0.9999563233275938,0.9919189153775436
Gilbert,10,,0.1,10,10,0.16071428571428573,1.0,0.999998303686766,0.99999869297473
Gilbert,10,,0.1,10,11,0.125,1.0,0.9999999999996145,0.999999999992853
Gilbert,10,,0.1,10,12,0.125,1.0,0.9999930449782709,0.9964649407852061
Gilbert,10,,0.1,10,13,0.05555555555555555,1.0,0.9999991813303267,0.9999999981591488
Gilbert,10,,0.1,10,14,0.18229166666666666,0.9166666666666666,0.9258042855951286,0.9960105587586335
Gilbert,10,,0.1,10,15,0.125,1.0,0.9999998642915364,0.9999999941347137
Gilbert,10,,0.1,10,16,0.21428571428571427,1.0,0.9999992962730515,0.9947936075974572
Gilbert,10,,0.1,10,17,0.125,1.0,0.9999998400192384,0.9999999948242823
Gilbert,10,,0.1,10,18,0.15104166666666666,1.0,0.9029217737922458,0.9717215998980397
Gilbert,10,,0.1,10,19,0.2708333333333333,1.0,0.9995857915559233,0.9877417621420316
Gilbert,10,,0.25,1,0,0.2708333333333333,1.0,0.3285169131874418,0.30904322685578317
Gilbert,10,,0.25,1,1,0.14583333333333334,1.0,0.7858954585086378,0.6024243447936208
Gilbert,10,,0.25,1,2,0.14583333333333334,1.0,0.4981490787100166,0.24905666940928187
Gilbert,10,,0.25,1,3,0.425,1.0,0.4873690392218374,0.5332598351029484
Gilbert,10,,0.25,1,4,0.15,0.7,0.2235705739875562,0.2803760357769569
Gilbert,10,,0.25,1,5,0.2,0.3,0.28893134300893014,0.28893134300893025
Gilbert,10,,0.25,1,6,0.3333333333333333,1.0,0.47033024994406686,0.3667624972612644
Gilbert,10,,0.25,1,7,0.14583333333333334,1.0,0.17047460161866113,0.21120327985803114
Gilbert,10,,0.25,1,8,0.21428571428571427,1.0,0.9051277487445718,0.5107374357015028
Gilbert,10,,0.25,1,9,0.2,1.0,0.6980960598771602,0.39187348521291837
Gilbert,10,,0.25,1,10,0.25625,0.3,0.3749343348497608,0.3749343348497607
Gilbert,10,,0.25,1,11,0.35625,0.8,0.5385277518392051,0.5231602252182217
Gilbert,10,,0.25,1,12,0.2,1.0,0.22096640182820276,0.30865109996079937
Gilbert,10,,0.25,1,13,0.20833333333333334,1.0,0.2172130935546003,0.28323253806555126
Gilbert,10,,0.25,1,14,0.1625,0.7,0.224106363129326,0.3238982118825774
Gilbert,10,,0.25,1,15,0.20833333333333334,1.0,0.7792154166764272,0.3336347386155832
Gilbert,10,,0.25,1,16,0.3333333333333333,1.0,0.5002292415648396,0.36724332932156684
Gilbert,10,,0.25,1,17,0.275,1.0,0.2845710921266046,0.3222915834733388
Gilbert,10,,0.25,1,18,0.34375,0.75,0.4420423253976518,0.43394338672808797
Gilbert,10,,0.25,1,19,0.14583333333333334,1.0,0.6952114560790071,0.2904944438967433
Gilbert,10,,0.25,2,0,0.2708333333333333,1.0,0.8063825139944543,0.643418287715552
Gilbert,10,,0.25,2,1,0.14583333333333334,1.0,0.8524525654625951,0.7143249000405444
Gilbert,10,,0.25,2,2,0.14583333333333334,1.0,0.6628351853212631,0.4894078450471551
Gilbert,10,,0.25,2,3,0.425,1.0,0.8168401060407519,0.6921564847942641
Gilbert,10,,0.25,2,4,0.15,0.7,0.4941255522420951,0.5285243955885714
Gilbert,10,,0.25,2,5,0.2,0.3,0.2776879827989716,0.2776879827989719
Gilbert,10,,0.25,2,6,0.3333333333333333,1.0,0.7586250860292614,0.5036669848664237
Gilbert,10,,0.25,2,7,0.14583333333333334,1.0,0.6755808296741326,0.45736451144653795
Gilbert,10,,0.25,2,8,0.21428571428571427,1.0,0.9691249408850616,0.7647419707535379
Gilbert,10,,0.25,2,9,0.2,1.0,0.7782524575263972,0.4158536070152351
Gilbert,10,,0.25,2,10,0.25625,0.3,0.39194841936892433,0.39194841936892405
Gilbert,10,,0.25,2,11,0.35625,0.8,0.7070377951832568,0.6273670916204482
Gilbert,10,,0.25,2,12,0.2,1.0,0.8569285068611074,0.7573905504018648
Gilbert,10,,0.25,2,13,0.20833333333333334,1.0,0.8295837378743411,0.43987739835630296
Gilbert,10,,0.25,2,14,0.1625,0.7,0.5516587732953011,0.5654530333556977
Gilbert,10,,0.25,2,15,0.20833333333333334,1.0,0.8875341276377574,0.5866157529381851
Gilbert,10,,0.25,2,16,0.3333333333333333,1.0,0.7614694797714123,0.6393184950968983
Gilbert,10,,0.25,2,17,0.275,1.0,0.278280761348909,0.5190248184314321
Gilbert,10,,0.25,2,18,0.34375,0.75,0.6066051537435337,0.625900184340002
Gilbert,10,,0.25,2,19,0.14583333333333334,1.0,0.7266564688568974,0.5486043325092077
Gilbert,10,,0.25,3,0,0.2708333333333333,1.0,0.9584872471711633,0.7257105557626948
