family,N,d,q,p,relax_core_ratio_mean,relax_core_ratio_stderr,relax_rounded_ratio_mean,relax_rounded_ratio_stderr,opt_warm_ratio_mean,opt_warm_ratio_stderr,opt_cold_ratio_mean,opt_cold_ratio_stderr
Gilbert,8,,0.25,5,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.9298186846282546,0.03402167379032162,0.8683501347385423,0.01878855251429471
Gilbert,8,,0.25,6,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.9444166244379828,0.029349880038294154,0.8883442933742807,0.019813829724562818
Gilbert,8,,0.25,7,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.9626049581888336,0.02136578482099381,0.9068475479695165,0.01888584429421366
Gilbert,8,,0.25,8,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.9684488624317213,0.014645076036712855,0.9283725798851693,0.017957357907019054
Gilbert,8,,0.25,9,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.979091580714439,0.010841846123512668,0.9422376293334181,0.017638813179861948
Gilbert,8,,0.25,10,0.22151413690476188,0.017061687485155484,0.9574999999999999,0.027452111413380057,0.9880984317524666,0.007855451952812937,0.9541742791701546,0.018254921651811883
Gilbert,9,,0.1,1,0.17,0.019229502457657748,1.0,0.0,0.8571887576392037,0.021200815417162382,0.7124197027766658,0.02926857890692225
Gilbert,9,,0.1,2,0.17,0.019229502457657748,1.0,0.0,0.9282593005271123,0.017151306666258196,0.8509121682603139,0.023017827501412038
Gilbert,9,,0.1,3,0.17,0.019229502457657748,1.0,0.0,0.977041052039627,0.006864697715289597,0.9115539149291585,0.019411762847724334
Gilbert,9,,0.1,4,0.17,0.019229502457657748,1.0,0.0,0.991063776818368,0.004852150971202231,0.935378277073627,0.014656349649133952
Gilbert,9,,0.1,5,0.17,0.019229502457657748,1.0,0.0,0.9984683433818826,0.0005154844449080279,0.9575005396325832,0.01221550199625125
Gilbert,9,,0.1,6,0.17,0.019229502457657748,1.0,0.0,0.9997804354821362,0.00015542650420032994,0.9707516970014561,0.010861896072500358
Gilbert,9,,0.1,7,0.17,0.019229502457657748,1.0,0.0,0.9998214257628856,0.00012141780489691873,0.9781561276995202,0.009084053704925007
Gilbert,9,,0.1,8,0.17,0.019229502457657748,1.0,0.0,0.9999487212188454,4.998962469060789e-05,0.9780781883325973,0.012151408032496746
Gilbert,9,,0.1,9,0.17,0.019229502457657748,1.0,0.0,0.9999674817706149,3.1840249062141354e-05,0.9909227158358469,0.0039759363647848215
Gilbert,9,,0.1,10,0.17,0.019229502457657748,1.0,0.0,0.99997924077649,2.0509122333818422e-05,0.9844933035023853,0.010648665129060162
Gilbert,9,,0.25,1,0.2296540178571429,0.016504343459493236,0.85,0.07059428186176941,0.49131981861033064,0.05061846469808298,0.4126187692673037,0.03349630831887044
Gilbert,9,,0.25,2,0.2296540178571429,0.016504343459493236,0.85,0.07059428186176941,0.7486549014567062,0.036489456799098145,0.5904727245245848,0.03434260822415514
Gilbert,9,,0.25,3,0.2296540178571429,0.016504343459493236,0.85,0.07059428186176941,0.7908820621868035,0.048795817001745304,0.655625548956254,0.038651015487213246
