family,N,q,p,times_mean,times_stderr,evals_mean,evals_stderr,aratio_mean,aratio_stderr
circular,13,,5,7.48483861098066,nan,244.0,nan,0.93547792676525,nan
circular,14,,5,15.810035925125703,nan,406.0,nan,0.9999999839497983,nan
circular,15,,5,8.835058485157788,nan,244.0,nan,0.9251979495480506,nan
circular,16,,5,18.68791924510151,nan,406.0,nan,0.9999999854864297,nan
circular,17,,5,10.972255846019834,nan,244.0,nan,0.9174879666351525,nan
circular,18,,5,25.415902567096055,nan,416.0,nan,0.9999999958737011,nan
circular,19,,5,13.925784779014066,nan,244.0,nan,0.9114913132584448,nan
circular,20,,5,32.635641928063706,nan,410.0,nan,0.9999999958514035,nan
circular,5,,7,25.94901363993995,nan,1392.0,nan,0.999883241601571,nan
circular,6,,7,23.424581445986405,nan,1046.0,nan,0.9960401777510476,nan
circular,7,,7,18.32295482396148,nan,734.0,nan,0.9997867164648246,nan
circular,8,,7,38.01376986503601,nan,1290.0,nan,0.999999662598805,nan
circular,9,,7,16.186228743987158,nan,536.0,nan,0.9966649077560445,nan
circular,10,,7,82.47572597907856,nan,2094.0,nan,0.9999999516638722,nan
circular,11,,7,21.52210462302901,nan,562.0,nan,0.9896919791610793,nan
circular,12,,7,49.70338317495771,nan,1102.0,nan,0.998961580810505,nan
circular,13,,7,19.683339319191873,nan,456.0,nan,0.9774969272453861,nan
circular,14,,7,49.279002216178924,nan,960.0,nan,0.9989615855982606,nan
circular,15,,7,25.148590601049364,nan,488.0,nan,0.9669434415495103,nan
circular,16,,7,49.29064528993331,nan,834.0,nan,0.9986062967574015,nan
circular,17,,7,30.216483609983698,nan,484.0,nan,0.9588857539558396,nan
circular,18,,7,76.47445313981734,nan,972.0,nan,0.9999990416336604,nan
circular,19,,7,39.09164802916348,nan,486.0,nan,0.9526185271589939,nan
circular,20,,7,103.47765977401286,nan,990.0,nan,0.9999999543134848,nan
circular,5,,10,54.391312554012984,nan,2382.0,nan,0.999999963752649,nan
circular,6,,10,86.5752203669399,nan,2874.0,nan,0.9991946690521424,nan
circular,7,,10,83.97177122789435,nan,2330.0,nan,0.9999991197857355,nan
circular,8,,10,134.96632538293488,nan,3446.0,nan,0.9999992024140258,nan
circular,9,,10,72.12598516000435,nan,1602.0,nan,0.999542933639767,nan
circular,10,,10,133.1156251160428,nan,3008.0,nan,0.9999958311302027,nan
circular,11,,10,79.14902763604186,nan,1468.0,nan,0.9985651134116675,nan
circular,12,,10,121.0233058379963,nan,2128.0,nan,0.9999974275668156,nan
circular,13,,10,84.7992488979362,nan,1326.0,nan,0.9895477298813363,nan
circular,14,,10,138.23919398617,nan,2036.0,nan,0.9999999544171684,nan
circular,15,,10,140.70868090214208,nan,1740.0,nan,0.9846398375032732,nan
circular,16,,10,193.65528709301725,nan,2364.0,nan,0.9999997744555149,nan
circular,17,,10,152.39172661188059,nan,1562.0,nan,0.9837369176790282,nan
circular,18,,10,329.540982699953,nan,2898.0,nan,0.9998604010810475,nan
circular,19,,10,152.9506940629799,nan,1282.0,nan,0.9675201824064362,nan
circular,20,,10,272.06180574093014,nan,2006.0,nan,0.9999973277779042,nan
