family,N,q,p,times_mean,times_stderr,evals_mean,evals_stderr,aratio_mean,aratio_stderr
complete,17,,10,688.7123968598899,nan,2472.0,nan,0.999665449843306,nan
complete,18,,10,1332.622469709022,nan,3460.0,nan,0.9997447227846834,nan
complete,19,,10,1707.8191196632106,nan,3986.0,nan,0.9987536307738765,nan
complete,20,,10,1533.424741256982,nan,3000.0,nan,0.9994729379984335,nan
linear,5,,1,0.3440670019481331,nan,44.0,nan,0.7609179498889121,nan
linear,6,,1,0.300060419132933,nan,22.0,nan,0.6552735643338948,nan
linear,7,,1,0.2683095717802644,nan,24.0,nan,0.521499000442524,nan
linear,8,,1,0.27029176289215684,nan,22.0,nan,0.6524311485417995,nan
linear,9,,1,0.283719768980518,nan,22.0,nan,0.5475783410097541,nan
linear,10,,1,0.3005086979828775,nan,22.0,nan,0.6516310409342688,nan
linear,11,,1,0.29858287796378136,nan,20.0,nan,0.5650796647985682,nan
linear,12,,1,0.3704220959916711,nan,20.0,nan,0.6514201434116033,nan
linear,13,,1,0.3284317241050303,nan,20.0,nan,0.577625518672641,nan
linear,14,,1,0.3496102741919458,nan,20.0,nan,0.6514125328014478,nan
linear,15,,1,0.43246369785629213,nan,20.0,nan,0.5870562435317541,nan
linear,16,,1,0.3891059060115367,nan,20.0,nan,0.6514798531704129,nan
linear,17,,1,0.4670467271935195,nan,18.0,nan,0.5944027269892924,nan
linear,18,,1,0.4885348880197853,nan,20.0,nan,0.6515733628188524,nan
linear,19,,1,0.5459725190885365,nan,18.0,nan,0.6002866467356336,nan
linear,20,,1,0.5992054669186473,nan,20.0,nan,0.6516731134545539,nan
linear,5,,2,0.7494369249325246,nan,96.0,nan,0.9072021145803572,nan
linear,6,,2,0.48859415808692575,nan,52.0,nan,0.7986018717782231,nan
linear,7,,2,0.5586925849784166,nan,54.0,nan,0.7864319812849296,nan
linear,8,,2,0.6282864320091903,nan,50.0,nan,0.8003361235341906,nan
linear,9,,2,0.6815385799854994,nan,50.0,nan,0.7885300197691671,nan
linear,10,,2,0.7622386228758842,nan,52.0,nan,0.8021573257127207,nan
linear,11,,2,0.6682683129329234,nan,46.0,nan,0.7909577865495252,nan
linear,12,,2,0.8585554729215801,nan,48.0,nan,0.8036809097266001,nan
linear,13,,2,0.8645970069337636,nan,48.0,nan,0.7931840908105589,nan
linear,14,,2,0.9456358291208744,nan,48.0,nan,0.8049162452128533,nan
linear,15,,2,1.0540077660698444,nan,50.0,nan,0.7951187187261702,nan
linear,16,,2,1.0878152139484882,nan,48.0,nan,0.8059215513248035,nan
linear,17,,2,1.2031890049111098,nan,46.0,nan,0.7967784968032646,nan
linear,18,,2,1.477258238941431,nan,48.0,nan,0.8067494740479753,nan
linear,19,,2,1.4363858280703425,nan,44.0,nan,0.7982030532523511,nan
linear,20,,2,1.820672099944204,nan,48.0,nan,0.807440482742031,nan
linear,5,,3,1.4358040569350123,nan,168.0,nan,0.9780357495886963,nan
linear,6,,3,1.2930201918352395,nan,114.0,nan,0.8437711961518143,nan
linear,7,,3,1.49548712791875,nan,120.0,nan,0.9877819282835233,nan
linear,8,,3,1.550484986975789,nan,110.0,nan,0.7703899905831545,nan
linear,9,,3,1.7778801880776882,nan,112.0,nan,0.7862852695622122,nan
linear,10,,3,1.783925810130313,nan,102.0,nan,0.808976477227026,nan
linear,11,,3,2.47962600691244,nan,124.0,nan,0.874839417260036,nan
linear,12,,3,2.219165830174461,nan,106.0,nan,0.8363932517922152,nan
linear,13,,3,2.5416249008849263,nan,112.0,nan,0.7389854377506487,nan
linear,14,,3,2.4529701829887927,nan,102.0,nan,0.8566844226606972,nan
linear,15,,3,2.563091041985899,nan,102.0,nan,0.7666596039759297,nan
linear,16,,3,3.2860172318760306,nan,116.0,nan,0.8722425380316327,nan
linear,17,,3,3.339842481072992,nan,104.0,nan,0.789024045266246,nan
linear,18,,3,4.866833375999704,nan,110.0,nan,0.8845217987047076,nan
linear,19,,3,4.079427130986005,nan,100.0,nan,0.8074064740047657,nan
