family,N,q,p,sample_idx,times,evals,aratio
Gilbert,14,0.25,1,2,0.44356195302680135,22,0.24351871089372437
Gilbert,14,0.25,1,3,0.4362329989671707,20,0.2576566073312433
Gilbert,14,0.25,1,4,0.8473413281608373,48,0.4498057317114741
Gilbert,14,0.25,1,5,0.6019191709347069,26,0.19350075221192395
Gilbert,14,0.25,1,6,0.4832964399829507,22,0.23405970244191185
Gilbert,14,0.25,1,7,0.4053444459568709,20,0.23883638175835017
Gilbert,14,0.25,1,8,0.6269257729873061,30,0.17882584769160406
Gilbert,14,0.25,1,9,0.5877980052027851,26,0.25810336360568054
Gilbert,15,0.25,1,0,0.5654351860284805,24,0.26632709319127423
Gilbert,15,0.25,1,1,0.6515990039333701,36,0.7623068090557539
Gilbert,15,0.25,1,2,0.5522889299318194,24,0.2119533755806565
Gilbert,15,0.25,1,3,0.5298023598734289,22,0.25006621400174334
Gilbert,15,0.25,1,4,0.4249815752264112,20,0.27062479433378556
Gilbert,15,0.25,1,5,0.4879748118110001,22,0.16651051425785873
Gilbert,15,0.25,1,6,0.46775328391231596,20,0.16343124631943415
Gilbert,15,0.25,1,7,0.5095162510406226,22,0.23757678893793438
Gilbert,15,0.25,1,8,0.5137061639688909,22,0.24281579721460997
Gilbert,15,0.25,1,9,0.44322265195660293,22,0.2491354259856748
Gilbert,5,0.25,2,0,0.5475664879195392,68,0.9292994466798926
Gilbert,5,0.25,2,1,0.4469972741790116,62,0.9459356698839209
Gilbert,5,0.25,2,2,0.47617074684239924,76,0.9929963775681675
Gilbert,5,0.25,2,3,0.48446234106086195,76,0.9929963775681676
Gilbert,5,0.25,2,4,0.192787533858791,20,0.75
Gilbert,5,0.25,2,5,0.4446360932197422,62,0.9459356698839207
Gilbert,5,0.25,2,6,0.714987751096487,108,0.9294579910434942
Gilbert,5,0.25,2,7,0.43224285799078643,60,0.991447952877901
Gilbert,5,0.25,2,8,0.655985115095973,108,0.9294579910434941
Gilbert,5,0.25,2,9,0.7992104471195489,112,0.8742619963707232
Gilbert,6,0.25,2,0,0.39028518996201456,48,0.9864138682799446
Gilbert,6,0.25,2,1,0.506203809985891,56,0.7839418497941075
Gilbert,6,0.25,2,2,0.4499297149013728,48,0.9864138682799451
Gilbert,6,0.25,2,3,0.49432344385422766,48,0.8778074943039605
Gilbert,6,0.25,2,4,0.47787249786779284,60,0.9459814318212816
Gilbert,6,0.25,2,5,0.4532114069443196,58,0.9904758670121787
Gilbert,6,0.25,2,6,0.5862173051573336,72,0.9806797640063677
Gilbert,6,0.25,2,7,0.20117124705575407,20,0.75
Gilbert,6,0.25,2,8,0.4880659820046276,52,0.9244640164361293
Gilbert,6,0.25,2,9,0.45542971789836884,58,0.9904758670121792
Gilbert,7,0.25,2,0,0.9938825119752437,88,0.5716865909373433
Gilbert,7,0.25,2,1,0.5738335489295423,54,0.9200868544049619
Gilbert,7,0.25,2,2,0.706139676971361,74,0.8259528657374136
Gilbert,7,0.25,2,3,0.6353010260500014,52,0.767420841121022
Gilbert,7,0.25,2,4,0.5106976919341832,58,0.9528175255803575
Gilbert,7,0.25,2,5,0.5978843800257891,64,0.9651966439627364
Gilbert,7,0.25,2,6,0.4851450410205871,48,0.8344743210581745
Gilbert,7,0.25,2,7,0.665776148904115,60,0.7761233849592591
Gilbert,7,0.25,2,8,0.4743632657919079,44,0.7989332580092274
Gilbert,7,0.25,2,9,0.6559417149983346,54,0.853489905287406
Gilbert,8,0.25,2,0,0.6006158210802823,52,0.7666196790734419
Gilbert,8,0.25,2,1,0.7638324019499123,64,0.7484608169599003
Gilbert,8,0.25,2,2,0.6220289599150419,54,0.7860292018476194
Gilbert,8,0.25,2,3,0.6221740611363202,48,0.4183761737648497
Gilbert,8,0.25,2,4,0.7234140641521662,56,0.8869598496780918
Gilbert,8,0.25,2,5,0.6594099369831383,54,0.7665749321581845
Gilbert,8,0.25,2,6,0.7132082800380886,58,0.81698179972013
Gilbert,8,0.25,2,7,0.5601967230904847,48,0.8051412196543006
Gilbert,8,0.25,2,8,0.8157075839117169,76,0.7652239675920114
Gilbert,8,0.25,2,9,0.7136916799936444,66,0.7760640002042133
Gilbert,9,0.25,2,0,0.6660445199813694,50,0.7855478099896448
Gilbert,9,0.25,2,1,0.7762155369855464,64,0.8285746358531909
Gilbert,9,0.25,2,2,1.4509626009967178,98,0.5683366455844965
Gilbert,9,0.25,2,3,0.9718033419921994,60,0.4589549871202233
Gilbert,9,0.25,2,4,1.0245614049490541,70,0.4477026249402045
Gilbert,9,0.25,2,5,0.7839870301540941,54,0.8314517247750555
Gilbert,9,0.25,2,6,1.1140563348308206,74,0.5700774712581156
Gilbert,9,0.25,2,7,0.7223583729937673,62,0.9178265541120357
Gilbert,9,0.25,2,8,0.6516540229786187,56,0.95623154013186
Gilbert,9,0.25,2,9,1.8131857980042696,128,0.7625333890006543
Gilbert,10,0.25,2,0,0.7613203509245068,52,0.8063825139944543
Gilbert,10,0.25,2,1,0.8611082439310849,70,0.8524525654625951
Gilbert,10,0.25,2,2,1.1142021738924086,78,0.6628351853212631
Gilbert,10,0.25,2,3,0.6665109801106155,46,0.8168401060407519
Gilbert,10,0.25,2,4,1.0717103460337967,64,0.4941255522420951
Gilbert,10,0.25,2,5,1.1671889869030565,68,0.2776879827989716
Gilbert,10,0.25,2,6,0.7125560799613595,46,0.7586250860292614
Gilbert,10,0.25,2,7,2.197488215053454,156,0.6755808296741326
Gilbert,10,0.25,2,8,0.8117211228236556,76,0.9691249408850616
Gilbert,10,0.25,2,9,0.8632746550720185,62,0.7782524575263972
Gilbert,11,0.25,2,0,0.8127127629704773,52,0.8965440458051294
Gilbert,11,0.25,2,1,0.7722074559424073,48,0.782575277665163
Gilbert,11,0.25,2,2,1.4828291239682585,80,0.43000731873936393
Gilbert,11,0.25,2,3,1.2529364139772952,90,0.6780805646749836
Gilbert,11,0.25,2,4,1.0027271858416498,56,0.5855728815960837
Gilbert,11,0.25,2,5,1.2087618950754404,66,0.5817959973129355
Gilbert,11,0.25,2,6,0.790595113998279,44,0.7217167391938631
Gilbert,11,0.25,2,7,0.8623202149756253,58,0.8908824127726609
Gilbert,11,0.25,2,8,0.9333521851804107,56,0.5420605027166434
Gilbert,11,0.25,2,9,0.7398972909431905,48,0.8094521791565154
Gilbert,12,0.25,2,0,1.5674675309564918,74,0.4025669369182155
Gilbert,12,0.25,2,1,1.527251604013145,82,0.6238791558024329
Gilbert,12,0.25,2,2,1.1988874410744756,62,0.48091994487494927
Gilbert,12,0.25,2,3,2.998076983029023,146,0.5251549791869718
Gilbert,12,0.25,2,4,1.6727872469928116,78,0.3264142033171657
Gilbert,12,0.25,2,5,3.034776468994096,134,0.448166477446213
Gilbert,12,0.25,2,6,1.2701303318608552,62,0.5427482150641921
Gilbert,12,0.25,2,7,1.387675752863288,66,0.4257283193410345
Gilbert,12,0.25,2,8,1.2922471622005105,60,0.496689398291074
Gilbert,12,0.25,2,9,1.4056606409139931,88,0.681919425463756
Gilbert,13,0.25,2,0,1.0428217330481857,52,0.8027500422506293
Gilbert,13,0.25,2,1,1.520714940968901,86,0.44284141336833893
Gilbert,13,0.25,2,2,1.0630581120494753,50,0.4676495109012499
Gilbert,13,0.25,2,3,2.41082255798392,112,0.37093515513072534
Gilbert,13,0.25,2,4,1.4500108498614281,66,0.3603840604861757
Gilbert,13,0.25,2,5,1.6358868011739105,80,0.5934314021101311
Gilbert,13,0.25,2,6,1.90061791613698,82,0.40489374465062467
Gilbert,13,0.25,2,7,1.0982351370621473,58,0.8051573289785334
Gilbert,13,0.25,2,8,0.8923110580071807,54,0.7989849319433049
Gilbert,13,0.25,2,9,2.025993511080742,86,0.557508580846048
Gilbert,14,0.25,2,0,1.5774559250567108,72,0.5630214723327948
Gilbert,14,0.25,2,1,1.7108736040536314,84,0.6288600367011529
Gilbert,14,0.25,2,2,2.3213974088430405,88,0.34664470567614103
Gilbert,14,0.25,2,3,1.0158551710192114,46,0.8138015761347565
Gilbert,14,0.25,2,4,2.019809418125078,92,0.5920808913726772
Gilbert,14,0.25,2,5,2.258222221164033,82,-0.20072490956168312
Gilbert,14,0.25,2,6,1.977097128983587,82,0.5204365695444734
Gilbert,14,0.25,2,7,2.3274827008135617,92,0.4874100817326439
Gilbert,14,0.25,2,8,1.66126922192052,68,0.8326180278818727
Gilbert,14,0.25,2,9,2.6922368300147355,100,0.45947776956890996
Gilbert,15,0.25,2,0,3.1269817780703306,114,0.4677399004979583
Gilbert,15,0.25,2,1,1.3422686939593405,64,0.856866648951433
Gilbert,15,0.25,2,2,1.9759138079825789,76,0.37092417128182525
Gilbert,15,0.25,2,3,2.371833839919418,86,0.3131973805841728
Gilbert,15,0.25,2,4,2.895225557964295,106,0.43413913055040837
Gilbert,15,0.25,2,5,1.571694792015478,66,0.5713587014386434
Gilbert,15,0.25,2,6,3.348198905121535,108,0.34822261296441087
Gilbert,15,0.25,2,7,1.7053803009912372,66,0.5019880365256328
Gilbert,15,0.25,2,8,2.018283457029611,76,0.42603429959920874
Gilbert,15,0.25,2,9,1.932383849984035,78,0.38389309593765414
Gilbert,5,0.25,3,0,0.8208602871745825,98,0.9679022526226823
Gilbert,5,0.25,3,1,0.8214562570210546,98,0.9612375696426856
Gilbert,5,0.25,3,2,1.0140134110115469,148,0.999999999997756
Gilbert,5,0.25,3,3,1.0806816690601408,148,0.9999999999977558
Gilbert,5,0.25,3,4,0.20671696006320417,22,0.75
Gilbert,5,0.25,3,5,0.8224386780057102,98,0.9612375696426848
Gilbert,5,0.25,3,6,0.9213070198893547,136,0.9676961374146732
Gilbert,5,0.25,3,7,0.8871622059959918,108,0.9999999999424986
Gilbert,5,0.25,3,8,0.9861039880197495,136,0.9676961374146732
Gilbert,5,0.25,3,9,1.2882867399603128,176,0.9218388620558415
Gilbert,6,0.25,3,0,0.8033359791152179,86,0.9970202377788032
Gilbert,6,0.25,3,1,1.390711264917627,126,0.9626026312237277
Gilbert,6,0.25,3,2,0.8035647689830512,86,0.9970202377788032
Gilbert,6,0.25,3,3,1.6751308680977672,138,0.9401494077148959
Gilbert,6,0.25,3,4,0.8921182679478079,94,0.9755846039986674
Gilbert,6,0.25,3,5,1.0707245250232518,118,0.999999999998822
Gilbert,6,0.25,3,6,0.9617531581316143,110,0.9895588674830146
Gilbert,6,0.25,3,7,0.22084799595177174,22,0.7500000000000001
Gilbert,6,0.25,3,8,1.2571033260319382,112,0.9912131904111391
Gilbert,6,0.25,3,9,1.0644114022143185,118,0.9999999999988224
Gilbert,7,0.25,3,0,1.732420853106305,138,0.603067821405787
Gilbert,7,0.25,3,1,1.0219892039895058,86,0.9575140173390012
Gilbert,7,0.25,3,2,1.5786894659977406,132,0.9280279116105488
Gilbert,7,0.25,3,3,1.605933687882498,124,0.9685725591061642
Gilbert,7,0.25,3,4,0.973892763024196,94,0.9634221413093897
Gilbert,7,0.25,3,5,1.0135320611298084,102,0.9749739788481737
Gilbert,7,0.25,3,6,1.5628572590649128,122,0.9999999999995882
Gilbert,7,0.25,3,7,1.3656379140447825,112,0.9754258177091677
Gilbert,7,0.25,3,8,1.4231728978920728,108,0.9999999999999831
Gilbert,7,0.25,3,9,2.060160735156387,146,0.9400060494489362
Gilbert,8,0.25,3,0,1.9297255089040846,136,0.9723323013990252
Gilbert,8,0.25,3,1,2.0017829700373113,134,0.8097057623295711
Gilbert,8,0.25,3,2,1.6776494591031224,128,0.787445465513508
Gilbert,8,0.25,3,3,1.7945465901866555,112,0.4341149456989675
Gilbert,8,0.25,3,4,2.2625314630568027,148,0.9999999999951017
Gilbert,8,0.25,3,5,1.7569707639049739,124,0.9723488037748925
Gilbert,8,0.25,3,6,1.3491849459242076,96,0.6041686947033511
Gilbert,8,0.25,3,7,1.4121806139592081,96,0.6055308471388636
Gilbert,8,0.25,3,8,1.8830769679043442,148,0.7886627656624067
Gilbert,8,0.25,3,9,1.3387540318071842,106,0.8414760944712645
Gilbert,9,0.25,3,0,1.750755260931328,112,0.9747045860114071
Gilbert,9,0.25,3,1,1.5550884960684925,110,0.9257540836823779
Gilbert,9,0.25,3,2,4.129963343963027,226,0.7284057553345786
Gilbert,9,0.25,3,3,2.5718957879580557,134,0.5479210381995703
Gilbert,9,0.25,3,4,1.9800143300089985,118,0.3288473478810752
Gilbert,9,0.25,3,5,3.1346586619038135,176,0.8468606434189926
Gilbert,9,0.25,3,6,2.05456669209525,116,0.27234802542451897
Gilbert,9,0.25,3,7,1.3674654739443213,104,0.9712532669128863
Gilbert,9,0.25,3,8,1.1800471630413085,86,0.9796403242694622
Gilbert,9,0.25,3,9,2.4105060170404613,158,0.8481265756306163
Gilbert,10,0.25,3,0,2.161992090055719,122,0.9584872471711633
Gilbert,10,0.25,3,1,1.7655417071655393,118,0.903478891546154
Gilbert,10,0.25,3,2,2.039190916111693,120,0.789426077995602
Gilbert,10,0.25,3,3,2.2481280870269984,124,0.9999999999993703
Gilbert,10,0.25,3,4,2.9974885331466794,148,0.6759942511812383
Gilbert,10,0.25,3,5,3.0596962890122086,146,0.28039803938560864
Gilbert,10,0.25,3,6,2.775150235975161,150,0.999999999994493
Gilbert,10,0.25,3,7,3.851483334088698,224,0.643693122372644
Gilbert,10,0.25,3,8,1.307744818041101,108,0.9924384988958634
Gilbert,10,0.25,3,9,2.1322261169552803,120,0.8566188299869021
Gilbert,11,0.25,3,0,1.4811951438896358,80,0.952175508510556
Gilbert,11,0.25,3,1,1.788242377107963,92,0.5808168646127878
Gilbert,11,0.25,3,2,3.3453301039990038,154,0.4944528629036514
Gilbert,11,0.25,3,3,2.7156856700312346,152,0.39959706934948686
Gilbert,11,0.25,3,4,2.445048851892352,114,0.4940406539142077
Gilbert,11,0.25,3,5,2.540237732930109,116,0.22710607077603556
Gilbert,11,0.25,3,6,2.3319210128393024,112,0.9090755014279484
Gilbert,11,0.25,3,7,1.5268406530376524,86,0.9494916838851144
Gilbert,11,0.25,3,8,2.767392531968653,130,0.6191512242346625
Gilbert,11,0.25,3,9,2.015485006151721,108,0.9999999998969188
Gilbert,12,0.25,3,0,3.1886306358501315,128,0.4782526811956763
Gilbert,12,0.25,3,1,2.6760036319028586,120,0.7645751039285482
Gilbert,12,0.25,3,2,5.886516787111759,230,0.6642660108461028
Gilbert,12,0.25,3,3,4.978344882838428,214,0.6672166808152212
Gilbert,12,0.25,3,4,3.2544032039586455,128,0.46098305092593284
Gilbert,12,0.25,3,5,5.291357518872246,202,0.5268501740216285
Gilbert,12,0.25,3,6,3.2053515629377216,134,0.6736602554601081
Gilbert,12,0.25,3,7,2.777168686967343,110,0.5078669120244094
Gilbert,12,0.25,3,8,3.7296400910709053,140,0.5468889775096416
Gilbert,12,0.25,3,9,3.8661088899243623,176,0.9992782073042714
Gilbert,13,0.25,3,0,3.26386496797204,128,0.9001243311759947
Gilbert,13,0.25,3,1,3.0905004430096596,148,0.8097017204016468
Gilbert,13,0.25,3,2,3.5546820270828903,132,0.8116448532418437
Gilbert,13,0.25,3,3,4.4638969481457025,176,0.46828281514616893
Gilbert,13,0.25,3,4,2.8351208469830453,112,0.5887111441300946
Gilbert,13,0.25,3,5,4.035712892888114,160,0.7427240756538913
Gilbert,13,0.25,3,6,3.7975806510075927,138,0.45192499395965385
Gilbert,13,0.25,3,7,2.2813982600346208,100,0.5686208581684496
Gilbert,13,0.25,3,8,2.4568220148794353,116,0.9264034519437868
Gilbert,13,0.25,3,9,6.722776687005535,220,0.5825590219347087
Gilbert,14,0.25,3,0,5.448720489861444,176,0.7136763679323681
Gilbert,14,0.25,3,1,3.393894887994975,130,0.7704020630568705
Gilbert,14,0.25,3,2,4.662682622903958,152,0.36379773405755794
Gilbert,14,0.25,3,3,5.513616197975352,184,0.999191338087182
Gilbert,14,0.25,3,4,3.5075819669291377,134,0.7393169625567143
Gilbert,14,0.25,3,5,6.021312415832654,166,0.27840253168212614
Gilbert,14,0.25,3,6,4.396323507884517,150,0.4858833518175732
Gilbert,14,0.25,3,7,4.474984711967409,152,0.2715980074149405
Gilbert,14,0.25,3,8,5.755012321984395,174,0.8854659131404523
Gilbert,14,0.25,3,9,5.998781066155061,182,0.5934084199185177
Gilbert,15,0.25,3,0,5.277952865930274,164,-0.02834212420033344
Gilbert,15,0.25,3,1,2.4167181269731373,96,0.9317695322629618
Gilbert,15,0.25,3,2,5.35146388807334,160,0.505537817560402
Gilbert,15,0.25,3,3,9.942651821067557,270,0.49021623732843195
Gilbert,15,0.25,3,4,5.073744019027799,160,0.2710418293495674
Gilbert,15,0.25,3,5,3.5439991620369256,120,0.44997412606001663
Gilbert,15,0.25,3,6,6.092786856926978,168,0.3200452362142155
Gilbert,15,0.25,3,7,4.4409651479218155,136,0.4765118655394985
Gilbert,15,0.25,3,8,6.556112175807357,194,0.41726527015696885
Gilbert,15,0.25,3,9,5.258901329012588,162,0.429944074816428
Gilbert,5,0.25,5,0,1.9280357579700649,178,0.9895627368385694
Gilbert,5,0.25,5,1,4.619659664109349,378,0.9970986435107219
Gilbert,5,0.25,5,2,1.832061146851629,216,0.9999999997879825
Gilbert,5,0.25,5,3,1.8339737781789154,216,0.9999999997879825
Gilbert,5,0.25,5,4,0.24989423714578152,26,0.75
Gilbert,5,0.25,5,5,4.609817088814452,378,0.9970986435078592
Gilbert,5,0.25,5,6,2.056555062998086,210,0.9906675589598098
Gilbert,5,0.25,5,7,1.6300530799198896,170,0.9999999999999091
Gilbert,5,0.25,5,8,2.0041237610857934,210,0.9906675589598085
Gilbert,5,0.25,5,9,4.748735019937158,426,0.9681792548913513
Gilbert,6,0.25,5,0,2.7406214971560985,220,0.9998167938489363
Gilbert,6,0.25,5,1,5.595053743105382,374,0.9645117877217596
Gilbert,6,0.25,5,2,2.661427852930501,220,0.9998167938489356
Gilbert,6,0.25,5,3,5.333725410979241,338,0.8708818227453065
Gilbert,6,0.25,5,4,2.265500073088333,182,0.9928839723630967
Gilbert,6,0.25,5,5,1.9319794799666852,178,0.9999999999981695
Gilbert,6,0.25,5,6,2.689048764994368,228,0.9991392329528528
Gilbert,6,0.25,5,7,0.32254876918159425,26,0.7500000000000003
Gilbert,6,0.25,5,8,2.9878512830473483,216,0.9999999977167747
Gilbert,6,0.25,5,9,1.8918259828351438,178,0.9999999999981685
Gilbert,7,0.25,5,0,6.549192112870514,350,0.7834552367235432
Gilbert,7,0.25,5,1,2.8341534668579698,176,0.9829905624345863
Gilbert,7,0.25,5,2,6.294875513995066,354,0.9999999995656909
Gilbert,7,0.25,5,3,6.5208391500636935,354,0.9999999991470048
Gilbert,7,0.25,5,4,8.583241906017065,496,0.9987432756481261
Gilbert,7,0.25,5,5,4.207928487099707,288,0.9970111721658885
Gilbert,7,0.25,5,6,4.253384196897969,258,0.9999999998683625
Gilbert,7,0.25,5,7,6.452728592092171,362,0.9999999995935255
Gilbert,7,0.25,5,8,4.827761282911524,270,0.999999998160256
Gilbert,7,0.25,5,9,8.380913240136579,420,0.9999900797707797
Gilbert,8,0.25,5,0,6.485461324919015,334,0.9804221263915777
Gilbert,8,0.25,5,1,9.959581366972998,466,0.9994391198640926
Gilbert,8,0.25,5,2,5.518507030094042,304,0.9911479915004261
Gilbert,8,0.25,5,3,5.718215805012733,268,0.675985203648455
Gilbert,8,0.25,5,4,5.007337730145082,260,0.9999999995319133
Gilbert,8,0.25,5,5,7.886620186967775,408,0.9999999999403046
Gilbert,8,0.25,5,6,7.671524925157428,362,0.3771099306272174
Gilbert,8,0.25,5,7,5.61705752206035,276,0.9999988904101607
Gilbert,8,0.25,5,8,5.974964116001502,324,0.8936395315676503
Gilbert,8,0.25,5,9,6.541358510032296,328,0.9993982608508528
Gilbert,9,0.25,5,0,6.022574526956305,284,0.9866769455291656
Gilbert,9,0.25,5,1,6.723402177914977,314,0.9999999999997442
Gilbert,9,0.25,5,2,8.756722080986947,376,0.34415708809387263
Gilbert,9,0.25,5,3,10.097959527047351,372,0.6365716003771295
Gilbert,9,0.25,5,4,7.480567703023553,306,0.7679255031896153
Gilbert,9,0.25,5,5,11.373437835136428,476,0.9999868626846666
Gilbert,9,0.25,5,6,9.132700621848926,346,0.6914893839954388
Gilbert,9,0.25,5,7,9.894001709995791,488,0.999999998413402
Gilbert,9,0.25,5,8,3.1156232180073857,170,0.9929845789095483
Gilbert,9,0.25,5,9,7.464207825949416,334,0.8809763224833546
Gilbert,10,0.25,5,0,10.90925392601639,420,0.9999999999921223
Gilbert,10,0.25,5,1,6.681078559020534,300,0.9743604610921238
Gilbert,10,0.25,5,2,9.064030013047159,332,0.9999887186197768
Gilbert,10,0.25,5,3,7.458955404115841,304,0.9779711725900009
Gilbert,10,0.25,5,4,9.953285914845765,356,0.7322380685140566
Gilbert,10,0.25,5,5,16.41975740203634,512,0.7626712990036884
Gilbert,10,0.25,5,6,7.338927631964907,298,0.9702530436386866
Gilbert,10,0.25,5,7,11.466264385031536,454,0.9999999938582742
Gilbert,10,0.25,5,8,4.296983285108581,228,0.9986540278213195
Gilbert,10,0.25,5,9,9.895926200086251,380,0.9999999987083662
Gilbert,11,0.25,5,0,4.076615030877292,154,0.9855303426059917
Gilbert,11,0.25,5,1,13.657218695851043,446,0.9999999993133276
