family,N,d,q,p,sample_idx,times_cold,times_warm,evals_cold,evals_warm,aratio_cold,aratio_warm
Gilbert,9,,0.1,1,13,2.1082081629429013,2.3394372719340026,34,40,0.6559296954725146,0.8200138550299219
Gilbert,9,,0.1,1,14,1.9792225339915603,2.049322293838486,32,34,0.6721115778135364,0.9140469865844495
Gilbert,9,,0.1,1,15,2.6111690651159734,2.590615110937506,48,48,0.707191972882403,0.9481826443071163
Gilbert,9,,0.1,1,16,1.66137855197303,1.784349363995716,28,32,0.9402260765102909,0.9596255226230657
Gilbert,9,,0.1,1,17,1.6547977710142732,1.772164375986904,28,32,0.940226076510291,0.9596255226230654
Gilbert,9,,0.1,1,18,1.497549079125747,1.7264038671273738,20,26,0.5728256747014809,0.8120500622444157
Gilbert,9,,0.1,1,19,1.6853823950514197,1.5985676811542362,26,24,0.776071236163019,0.8566792438640052
Gilbert,9,,0.1,2,0,5.092733388999477,3.8807354050222784,72,58,0.7477410461442296,0.7532148341894637
Gilbert,9,,0.1,2,1,3.684255003929138,6.387329710880294,58,112,0.9705778304672174,0.9909860309074785
Gilbert,9,,0.1,2,2,3.7589835489634424,4.1406955069396645,60,68,0.8404652521886193,0.9118349312172465
Gilbert,9,,0.1,2,3,6.692712497897446,4.096958791837096,116,72,0.9893883912231252,0.9959702965796741
Gilbert,9,,0.1,2,4,4.43858181592077,4.422377378912643,60,60,0.6948929316133774,0.7922890881710339
Gilbert,9,,0.1,2,5,3.7721530669368804,3.7482049779500812,60,58,0.9623023177322176,0.9904758670121793
Gilbert,9,,0.1,2,6,3.802647395990789,3.763708263868466,56,58,0.8209227098140301,0.9366322061344844
Gilbert,9,,0.1,2,7,4.682531024096534,4.796484443126246,70,74,0.7628858368911925,0.8753883399054165
Gilbert,9,,0.1,2,8,5.478772100992501,3.8256189229432493,72,50,0.643620620509658,0.7709834099490993
Gilbert,9,,0.1,2,9,3.80042267893441,3.796851525781676,56,58,0.8209227098140298,0.9366322061344836
Gilbert,9,,0.1,2,10,4.203837360953912,5.320847873110324,66,94,0.8734592264026632,0.9505106163962467
Gilbert,9,,0.1,2,11,4.242709224112332,5.229995095171034,66,94,0.873459226402664,0.9505106163962466
Gilbert,9,,0.1,2,12,3.909014761913568,3.7442648401483893,58,56,0.7507179247799759,0.9562315401318582
Gilbert,9,,0.1,2,13,3.9931186218746006,4.361614187946543,62,68,0.801587276278951,0.8784080838190159
Gilbert,9,,0.1,2,14,3.900722149061039,3.5657183688599616,62,58,0.8151268781068616,0.9783621074896234
Gilbert,9,,0.1,2,15,4.538262387970462,4.260673629119992,78,74,0.8881713768449692,0.9777071698026849
Gilbert,9,,0.1,2,16,6.7053554859012365,3.9929107821080834,116,72,0.9893883912231247,0.995970296579674
Gilbert,9,,0.1,2,17,6.670577875105664,4.144267816096544,116,72,0.9893883912231245,0.9959702965796748
Gilbert,9,,0.1,2,18,3.984259494114667,3.766510165994987,56,58,0.8209227098140297,0.9366322061344835
Gilbert,9,,0.1,2,19,3.76589517085813,3.6671230769716203,60,58,0.9623023177322176,0.9904758670121794
Gilbert,9,,0.1,3,0,9.912714280886576,8.60318144201301,120,104,0.8322110095193782,0.8882000116711689
Gilbert,9,,0.1,3,1,8.455286771059036,12.578321869019419,116,186,0.9999999999999923,0.999999999999846
Gilbert,9,,0.1,3,2,8.625489403028041,8.143196274992079,112,112,0.9133905964783248,0.9437628029010952
Gilbert,9,,0.1,3,3,10.810814874945208,10.810184764908627,168,158,0.9999999999991203,0.999999999938164
Gilbert,9,,0.1,3,4,11.976733533898368,13.980156109901145,128,148,0.8145833491199713,0.9547218591138074
Gilbert,9,,0.1,3,5,7.916278140852228,9.007428935030475,106,118,0.9999999999259916,0.9999999999988223
Gilbert,9,,0.1,3,6,10.464279123814777,8.587249409873039,128,110,0.9161645260406406,0.9693430047045508
Gilbert,9,,0.1,3,7,9.969762313179672,16.913468640996143,124,202,0.8365284543953073,0.9996632936220168
Gilbert,9,,0.1,3,8,15.100701994961128,11.334861766081303,160,118,0.6566329767185369,0.999999999997194
Gilbert,9,,0.1,3,9,10.525276521919295,8.635397627018392,128,110,0.9161645260406411,0.9693430047045509
Gilbert,9,,0.1,3,10,7.86107978480868,9.827745315153152,108,146,0.9454264564636115,0.9833308486564213
Gilbert,9,,0.1,3,11,7.855654291808605,9.939263849984854,108,146,0.9454264564636107,0.9833308486564221
Gilbert,9,,0.1,3,12,9.120039656059816,6.810377643909305,108,86,0.8493327064288655,0.9796403242694632
Gilbert,9,,0.1,3,13,8.414876030990854,9.367699508089572,106,122,0.8637754976059951,0.917671659803756
Gilbert,9,,0.1,3,14,7.780582381878048,6.752376663964242,102,92,0.885960165227084,0.9940583054167338
Gilbert,9,,0.1,3,15,8.109982949215919,8.49670503498055,116,120,0.9393170521912282,0.9884120727588265
Gilbert,9,,0.1,3,16,10.973374113906175,10.77293086098507,168,158,0.9999999999991189,0.9999999999381646
Gilbert,9,,0.1,3,17,11.027389494003728,10.897348989034072,168,158,0.9999999999991189,0.9999999999381637
Gilbert,9,,0.1,3,18,10.458084107143804,10.674864436034113,128,110,0.9161645260406397,0.9693430047045509
Gilbert,9,,0.1,3,19,7.889745865948498,9.085714451037347,106,118,0.9999999999259921,0.9999999999988213
Gilbert,9,,0.1,4,0,25.61240337579511,22.21471141697839,242,212,0.8662051674455284,0.9080497893036225
Gilbert,9,,0.1,4,1,13.059649598086253,17.398730614222586,158,232,0.9999999999897963,0.9999999995397876
Gilbert,9,,0.1,4,2,16.61226849607192,18.91600489290431,180,204,0.9449664243711616,0.9573537652679308
Gilbert,9,,0.1,4,3,15.30393765005283,15.519747297046706,212,204,0.9999999999847391,0.9999999999882462
Gilbert,9,,0.1,4,4,31.10492250090465,26.899949396029115,266,240,0.8405697034828611,0.9994956883852754
Gilbert,9,,0.1,4,5,12.207462422084063,12.552762211067602,144,150,0.999999999970956,0.9999999999998703
Gilbert,9,,0.1,4,6,18.285734966164455,14.732760635903105,194,162,0.9117512670680403,0.9938577441842479
Gilbert,9,,0.1,4,7,23.2356797629036,33.34808797505684,232,334,0.8848466338930278,0.999999999646751
Gilbert,9,,0.1,4,8,23.394168803002685,26.03378157503903,220,224,0.7734897291828526,0.9999999999265077
Gilbert,9,,0.1,4,9,18.397343206917867,14.88102173502557,194,162,0.9117512670680394,0.9938577441842474
Gilbert,9,,0.1,4,10,12.663525896845385,16.52515300991945,150,204,0.9809267954532752,0.9957680052079639
Gilbert,9,,0.1,4,11,12.748274818994105,16.357491011964157,150,204,0.980926795453275,0.9957680052079622
Gilbert,9,,0.1,4,12,25.519411996938288,11.176856057951227,236,120,0.8623960992789836,0.990273781270588
Gilbert,9,,0.1,4,13,14.534175786888227,33.000640044221655,156,296,0.9304379571246858,0.999996940308992
Gilbert,9,,0.1,4,14,15.08802591310814,12.532222921960056,164,140,0.9214235717311892,0.9974142710973711
Gilbert,9,,0.1,4,15,14.726027892902493,18.886784428032115,170,206,0.9861228629656539,0.9955820586873871
Gilbert,9,,0.1,4,16,15.355658374959603,15.429840282071382,212,204,0.99999999998474,0.9999999999882461
Gilbert,9,,0.1,4,17,15.369955752976239,15.587385684018955,212,204,0.9999999999847404,0.999999999988245
Gilbert,9,,0.1,4,18,18.488723268033937,16.79936625994742,194,162,0.9117512670680387,0.9938577441842473
Gilbert,9,,0.1,4,19,12.392442798940465,12.628394780214876,144,150,0.9999999999709551,0.9999999999998712
Gilbert,9,,0.1,5,0,38.717935163062066,69.11141455499455,326,512,0.9183038944359341,0.9998673525880569
Gilbert,9,,0.1,5,1,17.758305815048516,21.67844747705385,194,264,0.99999999996242,0.9999999998811155
Gilbert,9,,0.1,5,2,32.86308878217824,36.64048206596635,292,328,0.9704599743350207,0.9999997756754988
Gilbert,9,,0.1,5,3,20.837210977915674,20.411530564073473,256,244,0.9999999998011436,0.9999999993664476
Gilbert,9,,0.1,5,4,48.80930962902494,56.22382043604739,370,416,0.8878698323168742,0.99999999059367
Gilbert,9,,0.1,5,5,16.920856642071158,16.39752023597248,178,178,0.999999999876243,0.9999999999981689
Gilbert,9,,0.1,5,6,39.07565156905912,23.24121662089601,336,222,0.9649420006497588,0.9952713235019003
Gilbert,9,,0.1,5,7,37.39393924595788,51.67572701093741,324,456,0.87064154986754,0.9999999989959639
Gilbert,9,,0.1,5,8,52.68411460984498,46.454055186128244,388,346,0.7951756686641416,0.999999989402005
Gilbert,9,,0.1,5,9,39.06082451692782,23.424534276826307,336,222,0.964942000649805,0.995271323501901
Gilbert,9,,0.1,5,10,19.79910384095274,27.097689128946513,200,282,0.9921403062035451,0.9960976498436113
Gilbert,9,,0.1,5,11,19.6917990881484,27.37553402595222,200,282,0.9921403062035447,0.9960976498436102
Gilbert,9,,0.1,5,12,40.0399418589659,19.11816610302776,326,170,0.9181193565489876,0.9929845789095476
Gilbert,9,,0.1,5,13,26.224789517000318,42.91538264602423,232,358,0.9557658990045091,0.9999999237742424
Gilbert,9,,0.1,5,14,25.003390314988792,23.494442264083773,218,216,0.9612125409036719,0.9993124126274341
Gilbert,9,,0.1,5,15,24.307424724800512,32.16433496307582,236,298,0.9933554631003628,0.9991935769015151
Gilbert,9,,0.1,5,16,20.949038685997948,20.603794815018773,256,244,0.9999999998011435,0.9999999993664473
Gilbert,9,,0.1,5,17,21.01542138005607,20.59564566705376,256,244,0.9999999998011442,0.9999999993664465
Gilbert,9,,0.1,5,18,39.34962571505457,25.44867972098291,336,222,0.9649420006496282,0.9952713235018983
Gilbert,9,,0.1,5,19,16.97984060505405,16.608809942845255,178,178,0.9999999998762433,0.9999999999981699
Gilbert,9,,0.1,6,0,78.38365816394798,93.53538095694967,540,644,0.9586510030658933,0.99999999993625
Gilbert,9,,0.1,6,1,23.06582375592552,27.786063191015273,228,304,0.9999999999803618,0.9999999999809956
Gilbert,9,,0.1,6,2,51.592118257889524,53.002279395004734,402,424,0.9842539657463167,0.9999999940101392
Gilbert,9,,0.1,6,3,27.18125805282034,25.20774310687557,298,276,0.9999999999995124,0.9999999965253659
Gilbert,9,,0.1,6,4,80.50831947498955,81.5958699900657,526,542,0.91663810418718,0.9999999465643864
Gilbert,9,,0.1,6,5,22.122162292012945,19.789134830003604,210,198,0.9999999989582583,0.9999999999512165
Gilbert,9,,0.1,6,6,58.818469170015305,127.51106775086373,452,834,0.9908032454351045,0.9997931378124886
Gilbert,9,,0.1,6,7,69.02636433881707,83.14034625096247,502,632,0.9179721943383736,0.9999996630269047
Gilbert,9,,0.1,6,8,114.19530829181895,77.49429998314008,692,498,0.8040247824394072,0.9999999695396987
Gilbert,9,,0.1,6,9,58.29024039907381,121.69763003196567,448,800,0.9908032455119585,0.9997931526911431
Gilbert,9,,0.1,6,10,49.418305024039,111.47049217694439,380,798,0.9940053432907073,0.9998254787881927
Gilbert,9,,0.1,6,11,49.38915734598413,103.97479999484494,380,750,0.9940053432911101,0.9998254870846685
Gilbert,9,,0.1,6,12,58.45925820898265,36.91632946510799,422,264,0.9188904240094286,0.9968513910579286
Gilbert,9,,0.1,6,13,41.205621825065464,61.37142086797394,314,452,0.9766120800790242,0.9999985796324539
Gilbert,9,,0.1,6,14,33.67235784395598,39.69697672803886,272,310,0.9788524033837221,0.9999101161410936
Gilbert,9,,0.1,6,15,47.03142419899814,48.103520875098184,366,390,0.9987185618361446,0.9998186507610805
Gilbert,9,,0.1,6,16,27.3301516759675,25.446124844951555,298,276,0.9999999999995131,0.999999996525366
Gilbert,9,,0.1,6,17,27.413585118949413,25.309993943898007,298,276,0.9999999999995144,0.9999999965253664
Gilbert,9,,0.1,6,18,60.252031249925494,131.94916610000655,456,782,0.990803245519334,0.9997931531367691
Gilbert,9,,0.1,6,19,22.4520963227842,19.810858828946948,210,198,0.9999999989582588,0.9999999999512165
Gilbert,9,,0.1,7,0,105.18489671009593,127.45465150498785,666,804,0.9727028239233086,0.9984429712261834
Gilbert,9,,0.1,7,1,28.092231812886894,33.41317739710212,256,336,0.99999999998152,0.9999999999061507
Gilbert,9,,0.1,7,2,92.83281397307292,75.85847224993631,612,542,0.9893235013800038,0.9999999871130577
Gilbert,9,,0.1,7,3,33.666131916921586,31.19478446408175,336,312,0.9999999999926368,0.9999999999965672
Gilbert,9,,0.1,7,4,116.69612249894999,133.2259802520275,682,766,0.9042938679140956,0.9999998598302903
Gilbert,9,,0.1,7,5,27.949663362000138,24.552149369148538,240,224,0.9999999999990115,0.9999999999981615
Gilbert,9,,0.1,7,6,88.18491892912425,205.82404658105224,600,1236,0.9963441836432301,0.9999971059777569
Gilbert,9,,0.1,7,7,125.1311203520745,116.47942258510739,772,794,0.9645010163461462,0.9999998965820576
Gilbert,9,,0.1,7,8,170.0421729539521,121.61886596190743,932,686,0.8362445028571897,0.9999999840690652
Gilbert,9,,0.1,7,9,87.63971708295867,245.26942048803903,596,1426,0.9963441850246552,0.9999993317559359
Gilbert,9,,0.1,7,10,86.94967374787666,252.7737637781538,578,1544,0.9958352488352141,0.9999999958908398
Gilbert,9,,0.1,7,11,83.09117599902675,245.15876131202094,556,1496,0.9958352563026239,0.9999999952429047
Gilbert,9,,0.1,7,12,89.32885413407348,61.75807036389597,566,380,0.9575909921062743,0.9980471847736551
Gilbert,9,,0.1,7,13,93.87301287287846,83.01571634900756,566,574,0.9728275724988044,0.9999989333976759
Gilbert,9,,0.1,7,14,47.67641591699794,67.86046372819692,346,452,0.9861132582945987,0.999988163624885
Gilbert,9,,0.1,7,15,96.54479694296606,83.15468075009994,616,566,0.998821960322633,0.9999568274385094
Gilbert,9,,0.1,7,16,34.08977573807351,31.63452083384618,336,312,0.9999999999926362,0.9999999999965687
Gilbert,9,,0.1,7,17,33.58521152893081,31.66223321482539,336,312,0.9999999999926348,0.9999999999965684
Gilbert,9,,0.1,7,18,87.78962821792811,208.6717588622123,596,1166,0.996344184584173,0.9999982784427127
Gilbert,9,,0.1,7,19,28.14992260094732,24.945375304901972,240,224,0.9999999999990106,0.9999999999981618
Gilbert,9,,0.1,8,0,172.62101495894603,187.57730579492636,944,1054,0.981655054984779,0.9999999940954618
Gilbert,9,,0.1,8,1,34.196888006990775,39.52847748296335,286,366,0.9999999999820748,0.9999999999439425
Gilbert,9,,0.1,8,2,161.24098927294835,121.83095105621032,912,750,0.9899019944980489,0.9999997940677854
Gilbert,9,,0.1,8,3,39.38415632303804,36.683379602851346,366,340,0.9999999998880409,0.9999999998603512
Gilbert,9,,0.1,8,4,186.82919870805927,167.8385309500154,948,898,0.8801820901527636,0.9999993661360199
Gilbert,9,,0.1,8,5,33.64095470891334,29.36832907004282,268,246,0.9999999999997312,0.9999999999338067
Gilbert,9,,0.1,8,6,172.79997738497332,247.18279184098355,976,1420,0.9999999968638565,0.9999999425597643
Gilbert,9,,0.1,8,7,182.26744348881766,163.873105565086,1012,996,0.9689156942532181,0.9999999627508893
Gilbert,9,,0.1,8,8,238.48529774695635,170.8727701602038,1186,874,0.7775363536682145,0.9999995362066869
Gilbert,9,,0.1,8,9,172.6732727419585,282.4733386519365,972,1584,0.9999999820553929,0.9999999807167926
Gilbert,9,,0.1,8,10,167.31216866290197,285.4873763420619,952,1696,0.9997814804233095,0.9999997160723476
Gilbert,9,,0.1,8,11,146.83626794209704,296.5398968050722,850,1732,0.9997809358517452,0.9999999731081777
Gilbert,9,,0.1,8,12,226.44692978588864,106.0792968000751,1122,558,0.9916320147427428,0.9989990407475865
Gilbert,9,,0.1,8,13,155.6588781818282,113.0557636169251,824,684,0.9830468287803953,0.9999995573219813
Gilbert,9,,0.1,8,14,77.86154804006219,86.6094888439402,472,524,0.9894115450776725,0.9999922864933664
Gilbert,9,,0.1,8,15,175.88193490915,127.75331984902732,962,766,0.9997198108334922,0.9999852968804962
Gilbert,9,,0.1,8,16,39.778843458974734,37.099332416197285,366,340,0.9999999998880419,0.9999999998603537
Gilbert,9,,0.1,8,17,39.598115692147985,37.03290135995485,366,340,0.99999999988804,0.9999999998603508
Gilbert,9,,0.1,8,18,164.32300570001826,259.5868549628649,930,1414,0.9999999848206537,0.9999999778269375
Gilbert,9,,0.1,8,19,34.355861868010834,29.56913552293554,268,246,0.9999999999997294,0.9999999999338097
Gilbert,9,,0.1,9,0,267.1062750448473,240.42620750097558,1296,1250,0.9827129351475506,0.999999969406003
Gilbert,9,,0.1,9,1,41.504389537964016,46.87970582395792,318,398,0.9999999999998419,0.999999999966677
Gilbert,9,,0.1,9,2,248.42639795900322,150.52100435900502,1216,864,0.9899629736132509,0.9999987322295015
Gilbert,9,,0.1,9,3,47.631011102115735,44.848315006820485,404,378,0.9999999999898237,0.999999999983114
Gilbert,9,,0.1,9,4,253.8434469299391,216.03488740487956,1174,1060,0.9537183897750499,0.9999997385086158
Gilbert,9,,0.1,9,5,39.983996893977746,35.0854222709313,294,270,0.9999999999964104,0.999999999989345
Gilbert,9,,0.1,9,6,255.99131499999203,281.0408351330552,1308,1550,0.9999999606897525,0.9999999934510343
Gilbert,9,,0.1,9,7,279.53879436594434,193.73231933498755,1382,1112,0.991112482298374,0.99999921015125
Gilbert,9,,0.1,9,8,313.2317013510037,210.78340819082223,1438,1006,0.9318219878254353,0.9999997474349918
Gilbert,9,,0.1,9,9,242.42055147583596,313.1217985949479,1250,1706,0.9999999827756465,0.9999999841729365
Gilbert,9,,0.1,9,10,272.84564388589934,319.41597248404287,1388,1836,0.9999999988792597,0.9999989996935943
Gilbert,9,,0.1,9,11,254.3540046659764,327.70697564817965,1294,1858,0.9999999654327799,0.9999997830704083
Gilbert,9,,0.1,9,12,378.6319712600671,151.80236828303896,1670,724,0.9843410613211153,0.9993625406910999
Gilbert,9,,0.1,9,13,242.1412278469652,145.57826667185873,1150,808,0.9887574773404152,0.9999992536560068
Gilbert,9,,0.1,9,14,128.78383790911175,108.45118211698718,666,610,0.996180733099793,0.9999964131625656
Gilbert,9,,0.1,9,15,327.07767726900056,168.82282830099575,1556,928,0.9998463729150554,0.999995303883073
Gilbert,9,,0.1,9,16,48.31609636102803,45.35140133392997,404,378,0.9999999999898213,0.9999999999831142
Gilbert,9,,0.1,9,17,48.31297204783186,45.43623586604372,404,378,0.9999999999898237,0.9999999999831161
Gilbert,9,,0.1,9,18,209.2482212241739,287.1401241070125,1104,1540,0.999999995641323,0.9999999660065048
Gilbert,9,,0.1,9,19,40.74496091506444,35.537298628129065,294,270,0.999999999996411,0.9999999999893427
Gilbert,9,,0.1,10,0,407.8911800319329,325.4979444909841,1762,1536,0.9838498012019724,0.9999998966633022
Gilbert,9,,0.1,10,1,49.499629297992215,54.23026284202933,350,428,0.9999999999982406,0.9999999993153074
Gilbert,9,,0.1,10,2,528.1307551309001,224.3357568550855,2244,1134,0.9956145800597921,0.9999999543223677
Gilbert,9,,0.1,10,3,55.40347707900219,52.89642328908667,436,412,0.9999999999648317,0.9999999999993517
Gilbert,9,,0.1,10,4,372.4063211621251,283.3875975429546,1538,1270,0.9520805385562197,0.9999999485421979
Gilbert,9,,0.1,10,5,47.79735081689432,40.75168326497078,324,292,0.9999999999999275,0.9999999999009895
Gilbert,9,,0.1,10,6,302.2872674500104,356.68726123007946,1476,1826,0.9999999985962313,0.999999980505708
Gilbert,9,,0.1,10,7,373.72617615410127,263.3206311070826,1706,1348,0.9907378474348537,0.9999999492745376
Gilbert,9,,0.1,10,8,434.722397174919,281.0872084549628,1808,1222,0.7877115449897788,0.9999999768184429
Gilbert,9,,0.1,10,9,296.0601227618754,354.32386928400956,1438,1860,0.9999999828435605,0.9999994528171342
Gilbert,9,,0.1,10,10,312.9867369909771,364.58919340511784,1536,2004,0.9999999897260908,0.9999996542701749
Gilbert,9,,0.1,10,11,334.8539888849482,373.3402815631125,1588,2034,0.9999999924211413,0.9999998536464085
Gilbert,9,,0.1,10,12,547.6120075299405,214.8356832480058,2212,928,0.991000615062631,0.9995895718037359
Gilbert,9,,0.1,10,13,311.9717285030056,192.02284388500266,1386,952,0.9907207779043693,0.999999405874266
Gilbert,9,,0.1,10,14,170.94738955493085,123.07941576186568,806,668,0.9981851606258983,0.999998534548204
Gilbert,9,,0.1,10,15,575.8398007571232,217.15013963892125,2436,1100,0.9999652421440999,0.9999986582564522
Gilbert,9,,0.1,10,16,56.73337861802429,53.58511466998607,436,412,0.9999999999648322,0.9999999999993556
Gilbert,9,,0.1,10,17,55.938887214055285,53.57991755194962,436,412,0.9999999999648314,0.9999999999993561
Gilbert,9,,0.1,10,18,307.75777235114947,351.62261965405196,1324,1766,0.9999999985884739,0.9999999790715183
Gilbert,9,,0.1,10,19,48.94302244205028,41.33875302784145,324,292,0.9999999999999286,0.9999999999009894
Gilbert,9,,0.25,1,0,0.369197583058849,0.2852973910048604,22,22,0.4728566283583402,0.5285393175562485
Gilbert,9,,0.25,1,1,0.37977150408551097,0.3943703421391547,24,34,0.4027164211115445,0.41759385883917605
Gilbert,9,,0.25,1,2,0.2971116879489273,0.3169868241529912,20,20,0.30230375034090207,0.28179185088474806
Gilbert,9,,0.25,1,3,0.3015876130666584,0.3047206811606884,18,18,0.39899113847731493,0.39899113847731704
Gilbert,9,,0.25,1,4,0.27812743396498263,0.2795917699113488,16,16,0.42843267032720384,0.38919938632440787
Gilbert,9,,0.25,1,5,0.3983234232291579,0.3741014748811722,22,28,0.276816244885554,0.27979892282656116
Gilbert,9,,0.25,1,6,0.32392699201591313,0.3260096129961312,20,20,0.3167982357382936,0.3167982357382938
Gilbert,9,,0.25,1,7,0.34462177311070263,0.2955689721275121,30,26,0.4561799197018353,0.8036352071835834
Gilbert,9,,0.25,1,8,0.42838559788651764,0.3666652429383248,32,32,0.6586733534463772,0.8797222931095031
Gilbert,9,,0.25,1,9,0.2219130750745535,0.27449523308314383,12,16,0.46547071020384906,0.4698805209863253
Gilbert,9,,0.25,1,10,0.45604935102164745,0.47153310291469097,42,32,0.2836978878264474,0.5510167037054114
Gilbert,9,,0.25,1,11,0.2577999059576541,0.29696643399074674,16,18,0.38133048634863154,0.37560165290446235
Gilbert,9,,0.25,1,12,0.31274327309802175,0.41998956399038434,18,30,0.23021315079030344,0.16702671411889652
Gilbert,9,,0.25,1,13,0.3856742521747947,0.5310422228649259,16,46,0.29663069166960204,0.49935953688123547
Gilbert,9,,0.25,1,14,0.33074283110909164,0.3173301329370588,26,24,0.4004130348431847,0.37531509207665437
Gilbert,9,,0.25,1,15,0.3111795911099762,0.45681036496534944,28,52,0.7178742609603631,0.8651831796850826
Gilbert,9,,0.25,1,16,0.5311380429193377,0.5444838970433921,52,38,0.31789962568405256,0.7426659542881703
Gilbert,9,,0.25,1,17,0.27356055402196944,0.3103798571974039,16,20,0.3061203774200132,0.2381419517398411
Gilbert,9,,0.25,1,18,0.29355856706388295,0.3397137748543173,24,32,0.7816027771279861,0.8900041331516785
Gilbert,9,,0.25,1,19,0.27364583290182054,0.291966033866629,16,18,0.35735402008427497,0.3561307217290146
Gilbert,9,,0.25,2,0,0.9488795038778335,0.6656978859100491,74,50,0.6275956558239628,0.7855478099896448
Gilbert,9,,0.25,2,1,0.7922495200764388,0.7786970480810851,66,64,0.4583406992875162,0.8285746358531909
Gilbert,9,,0.25,2,2,0.9623794711660594,1.4892086759209633,64,98,0.7178024295315171,0.5683366455844965
Gilbert,9,,0.25,2,3,0.9455351990181953,0.9545122000854462,60,60,0.4589549871202243,0.4589549871202233
Gilbert,9,,0.25,2,4,0.7728073911275715,1.1084706969559193,48,70,0.586698478270638,0.4477026249402045
Gilbert,9,,0.25,2,5,0.7991297980770469,0.690547632984817,60,54,0.5561460111413374,0.8314517247750555
Gilbert,9,,0.25,2,6,1.2253217420075089,1.215791274793446,74,74,0.5700774712581155,0.5700774712581156
Gilbert,9,,0.25,2,7,0.6839697340037674,0.6747729380149394,64,62,0.7860814277318271,0.9178265541120357
Gilbert,9,,0.25,2,8,0.6301770089194179,0.6908907790202647,58,56,0.750717924779976,0.95623154013186
Gilbert,9,,0.25,2,9,0.7521912960801274,1.8617740669287741,46,128,0.3959000925488471,0.7625333890006543
Gilbert,9,,0.25,2,10,1.250421014148742,1.0547288071829826,104,84,0.5312733835387559,0.7414694234713674
Gilbert,9,,0.25,2,11,1.1636498768348247,1.121780470944941,76,74,0.6510697781468785,0.5059974510652901
Gilbert,9,,0.25,2,12,1.3639418438542634,1.0325346977915615,78,66,0.3891234839603701,0.8585909179317787
Gilbert,9,,0.25,2,13,1.715077546192333,1.0649356089998037,116,80,0.5244689150578048,0.6489301205004221
Gilbert,9,,0.25,2,14,1.0845203618519008,0.8182685729116201,84,60,0.6029335470657847,0.7875340504398815
Gilbert,9,,0.25,2,15,0.7779340220149606,0.8442034050822258,66,94,0.8734592264026638,0.9505106163962468
Gilbert,9,,0.25,2,16,1.003658089088276,0.8049619030207396,84,72,0.5520000520844215,0.7753626524128
Gilbert,9,,0.25,2,17,0.97680500196293,0.7981373679358512,62,50,0.43831320492253434,0.806443022222064
Gilbert,9,,0.25,2,18,0.5441510870587081,0.7453850999008864,52,64,0.9173086049813373,0.974454420408175
Gilbert,9,,0.25,2,19,0.7738883679267019,0.7609815499745309,56,46,0.4211891168371843,0.7965679715206158
Gilbert,9,,0.25,3,0,2.204047970008105,1.7459118289407343,142,112,0.6869811530285574,0.9747045860114071
Gilbert,9,,0.25,3,1,1.381138525204733,1.5641522018704563,96,110,0.4876312725001988,0.9257540836823779
Gilbert,9,,0.25,3,2,2.443353469017893,4.293822031002492,134,226,0.8024993516206882,0.7284057553345786
Gilbert,9,,0.25,3,3,2.6319993177894503,2.6558178230188787,134,134,0.5479210381995665,0.5479210381995703
Gilbert,9,,0.25,3,4,1.9259247311856598,2.0572724961675704,102,118,0.45668126972047784,0.3288473478810752
Gilbert,9,,0.25,3,5,2.3759825711604208,3.2252785449381918,134,176,0.6112056011636909,0.8468606434189926
Gilbert,9,,0.25,3,6,2.1577398818917572,2.1030115359462798,116,116,0.2723480254245196,0.27234802542451897
Gilbert,9,,0.25,3,7,1.544772933004424,1.4280879669822752,114,104,0.8414653850500874,0.9712532669128863
Gilbert,9,,0.25,3,8,1.5271785808727145,1.2101706247776747,108,86,0.8493327064288652,0.9796403242694622
Gilbert,9,,0.25,3,9,2.6162422869820148,2.4903683909215033,138,158,0.6491352517544351,0.8481265756306163
Gilbert,9,,0.25,3,10,2.9132451419718564,1.8545281710103154,192,128,0.7082291668698728,0.8457652657393172
Gilbert,9,,0.25,3,11,3.031189426081255,2.8410656419582665,162,150,0.6517908886346784,0.6710323225558397
Gilbert,9,,0.25,3,12,2.3498573501128703,2.963327258825302,122,144,0.4832686998755297,0.9218586903860617
Gilbert,9,,0.25,3,13,5.487600224092603,1.8424859892111272,280,116,0.6568269431543982,0.7850956972252459
Gilbert,9,,0.25,3,14,2.2013487559743226,1.5255745730828494,150,106,0.7510125047938693,0.7007807329688674
Gilbert,9,,0.25,3,15,1.3386970250867307,1.7413425149861723,108,146,0.9454264564636105,0.9833308486564211
Gilbert,9,,0.25,3,16,2.1177054380532354,2.433107449905947,146,152,0.5603008530864672,0.9993932912846563
Gilbert,9,,0.25,3,17,3.834595852997154,2.2016099120955914,202,122,0.6576057649334882,0.9401711797178518
Gilbert,9,,0.25,3,18,1.2505506260786206,1.3589283269830048,96,110,0.9627543261473367,0.9815497936813907
Gilbert,9,,0.25,3,19,3.9853247329592705,1.5530081088654697,202,90,0.5300943202747435,0.5648017747549335
Gilbert,9,,0.25,4,0,4.713475401047617,3.5606105350889266,254,192,0.7688446898165269,0.9850211668198721
Gilbert,9,,0.25,4,1,3.8760736261028796,4.0525419290643185,204,216,0.7237380713927719,0.9999999986845779
Gilbert,9,,0.25,4,2,4.594360872171819,6.086342792026699,214,292,0.8217797456045294,0.44142458646671856
Gilbert,9,,0.25,4,3,5.554590583080426,5.532465563854203,236,236,0.6282150772704505,0.6282150772704556
