family,N,q,p,relax_ratio_mean,relax_ratio_stderr,opt_warm_ratio_mean,opt_warm_ratio_stderr,opt_cold_ratio_mean,opt_cold_ratio_stderr
circular,17,,1,0.4375,nan,0.6555633020032098,nan,0.6555633020032103,nan
circular,18,,1,1.0,nan,0.6534659776008449,nan,0.6170007548265509,nan
circular,19,,1,0.5,nan,0.6512785745391364,nan,0.6512785745391372,nan
circular,20,,1,1.0,nan,0.6534659776008455,nan,0.6170007548265508,nan
circular,5,,2,0.25,nan,0.810572795776286,nan,0.810572795776287,nan
circular,6,,2,1.0,nan,0.8147711857542377,nan,0.7021778912678851,nan
circular,7,,2,0.16666666666666666,nan,0.8192075398125326,nan,0.8192075398125325,nan
circular,8,,2,1.0,nan,0.8147711857542379,nan,0.7021778912678847,nan
circular,9,,2,0.5,nan,0.7899501276763703,nan,0.7899501276763709,nan
circular,10,,2,1.0,nan,0.8147711857542369,nan,0.7021778912678853,nan
circular,11,,2,0.7,nan,0.7723956803946732,nan,0.7723956803946732,nan
circular,12,,2,1.0,nan,0.8147711857542367,nan,0.7021778912678854,nan
circular,13,,2,0.4166666666666667,nan,0.7606927155402085,nan,0.7606927155402085,nan
circular,14,,2,1.0,nan,0.8147711857542378,nan,0.7021778912678845,nan
circular,15,,2,0.5714285714285714,nan,0.7523334549298765,nan,0.7523334549298774,nan
circular,16,,2,1.0,nan,0.8147711857542359,nan,0.7021778912678847,nan
circular,17,,2,-0.125,nan,0.7460640094721276,nan,0.7460640094721285,nan
circular,18,,2,1.0,nan,0.8147711857542382,nan,0.7021778912678847,nan
circular,19,,2,0.3888888888888889,nan,0.7411877741161006,nan,0.7411877741161005,nan
circular,20,,2,1.0,nan,0.8147711857542363,nan,0.7021778912678857,nan
circular,5,,3,-1.25,nan,0.9658732966804067,nan,0.9658732966804306,nan
circular,6,,3,1.0,nan,0.9866731723417251,nan,0.8103462805597029,nan
circular,7,,3,0.5,nan,0.9039736559925888,nan,0.9039736559925888,nan
circular,8,,3,1.0,nan,0.9866571250176212,nan,0.7803314794704949,nan
circular,9,,3,0.0,nan,0.8778729144043064,nan,0.8778729144043073,nan
circular,10,,3,1.0,nan,0.9866571250176204,nan,0.7803314794704941,nan
circular,11,,3,0.5,nan,0.8583646274175439,nan,0.8583646274175436,nan
circular,12,,3,1.0,nan,0.9866571250176187,nan,0.7803314794704943,nan
circular,13,,3,0.3333333333333333,nan,0.8453591027597014,nan,0.8453591027597026,nan
circular,14,,3,1.0,nan,0.9866571250176185,nan,0.7803314794704935,nan
