family,N,q,p,relax_ratio_mean,relax_ratio_stderr,opt_warm_ratio_mean,opt_warm_ratio_stderr,opt_cold_ratio_mean,opt_cold_ratio_stderr
circular,15,,3,0.07142857142857142,nan,0.8360694422898146,nan,0.8360694422898145,nan
circular,16,,3,1.0,nan,0.986657125017617,nan,0.7803314794704933,nan
circular,17,,3,0.1875,nan,0.8291021969373996,nan,0.8291021969373992,nan
circular,18,,3,1.0,nan,0.9866571250176186,nan,0.7803314794704929,nan
circular,19,,3,0.16666666666666666,nan,0.8236832283299655,nan,0.8236832283299651,nan
circular,20,,3,1.0,nan,0.9866571250176186,nan,0.7803314794704928,nan
circular,5,,5,0.75,nan,0.9977862411007167,nan,0.997786239914525,nan
circular,6,,5,1.0,nan,0.9999999875790646,nan,0.9949818558336458,nan
circular,7,,5,0.8333333333333334,nan,0.990456670846863,nan,0.9904566708468637,nan
circular,8,,5,1.0,nan,0.9999999952487132,nan,0.8899363130544088,nan
circular,9,,5,0.125,nan,0.9547018242524642,nan,0.9547018242524634,nan
circular,10,,5,1.0,nan,0.9999999916311811,nan,0.8677647755068983,nan
circular,11,,5,0.4,nan,0.9481461023781195,nan,0.948146102378115,nan
circular,12,,5,1.0,nan,0.9999999853915029,nan,0.8635180862448447,nan
circular,13,,5,0.3333333333333333,nan,0.93547792676525,nan,0.9354779267652483,nan
circular,14,,5,1.0,nan,0.9999999839497983,nan,0.8635180862448447,nan
circular,15,,5,0.21428571428571427,nan,0.9251979495480506,nan,0.9251979495480503,nan
circular,16,,5,1.0,nan,0.9999999854864297,nan,0.8635180862448474,nan
circular,17,,5,0.3125,nan,0.9174879666351525,nan,0.9174879666351513,nan
circular,18,,5,1.0,nan,0.9999999958737011,nan,0.8635180862448502,nan
circular,19,,5,0.3333333333333333,nan,0.9114913132584448,nan,0.911491313258446,nan
circular,20,,5,1.0,nan,0.9999999958514035,nan,0.8635180862448457,nan
circular,5,,7,0.25,nan,0.999883241601571,nan,0.9999327520485315,nan
circular,6,,7,1.0,nan,0.9960401777510476,nan,0.999977138491316,nan
circular,7,,7,0.16666666666666666,nan,0.9997867164648246,nan,0.9997867079927314,nan
circular,8,,7,1.0,nan,0.999999662598805,nan,0.9975419922103423,nan
circular,9,,7,-0.25,nan,0.9966649077560445,nan,0.9966649072940978,nan
circular,10,,7,1.0,nan,0.9999999516638722,nan,0.9747708059136523,nan
circular,11,,7,0.6,nan,0.9896919791610793,nan,0.9896919799361775,nan
circular,12,,7,1.0,nan,0.998961580810505,nan,0.930614535798523,nan
circular,13,,7,0.5,nan,0.9774969272453861,nan,0.9774969272453862,nan
circular,14,,7,1.0,nan,0.9989615855982606,nan,0.9024802129957513,nan
circular,15,,7,0.0,nan,0.9669434415495103,nan,0.9669434415480599,nan
circular,16,,7,1.0,nan,0.9986062967574015,nan,0.9024807102200171,nan
circular,17,,7,0.5625,nan,0.9588857539558396,nan,0.958885754113682,nan
circular,18,,7,1.0,nan,0.9999990416336604,nan,0.9024807099507951,nan
circular,19,,7,-0.05555555555555555,nan,0.9526185271589939,nan,0.9526185271700656,nan
circular,20,,7,1.0,nan,0.9999999543134848,nan,0.9024807099009404,nan
circular,5,,10,-0.25,nan,0.999999963752649,nan,0.9999999984688228,nan
circular,6,,10,1.0,nan,0.9991946690521424,nan,0.9999993996423777,nan
circular,7,,10,0.16666666666666666,nan,0.9999991197857355,nan,0.9999848470057123,nan
circular,8,,10,1.0,nan,0.9999992024140258,nan,0.999999807849425,nan
circular,9,,10,-0.5,nan,0.999542933639767,nan,0.9995429233141987,nan
circular,10,,10,1.0,nan,0.9999958311302027,nan,0.999566683522836,nan
circular,11,,10,-0.4,nan,0.9985651134116675,nan,0.9985651158793274,nan
circular,12,,10,1.0,nan,0.9999974275668156,nan,0.9957537097234056,nan
circular,13,,10,0.3333333333333333,nan,0.9895477298813363,nan,0.9933917981431847,nan
circular,14,,10,1.0,nan,0.9999999544171684,nan,0.9167900038391584,nan
circular,15,,10,0.14285714285714285,nan,0.9846398375032732,nan,0.9814136124801859,nan
circular,16,,10,1.0,nan,0.9999997744555149,nan,0.9135490746642663,nan
circular,17,,10,0.375,nan,0.9837369176790282,nan,0.97702828399056,nan
circular,18,,10,1.0,nan,0.9998604010810475,nan,0.9192192934591223,nan
circular,19,,10,0.1111111111111111,nan,0.9675201824064362,nan,0.9774292179742317,nan
circular,20,,10,1.0,nan,0.9999973277779042,nan,0.9191864397794429,nan
