family,N,q,p,sample_idx,relax_ratio,opt_warm_ratio,opt_cold_ratio
Gilbert,7,0.25,5,6,1.0,0.9999999998683625,0.8328614396348981
Gilbert,7,0.25,5,7,1.0,0.9999999995935255,0.8230816631051969
Gilbert,7,0.25,5,8,1.0,0.999999998160256,0.615362620911024
Gilbert,7,0.25,5,9,1.0,0.9999900797707797,0.7168493088063032
Gilbert,8,0.25,5,0,1.0,0.9804221263915777,0.8523278578299038
Gilbert,8,0.25,5,1,1.0,0.9994391198640926,0.7734788891564555
Gilbert,8,0.25,5,2,1.0,0.9911479915004261,0.883672690132757
Gilbert,8,0.25,5,3,0.625,0.675985203648455,0.7919860664729598
Gilbert,8,0.25,5,4,1.0,0.9999999995319133,0.8270388849854255
Gilbert,8,0.25,5,5,1.0,0.9999999999403046,0.8336743829920625
Gilbert,8,0.25,5,6,1.0,0.3771099306272174,0.6126364751353978
Gilbert,8,0.25,5,7,1.0,0.9999988904101607,0.890919909210077
Gilbert,8,0.25,5,8,1.0,0.8936395315676503,0.8941417203944371
Gilbert,8,0.25,5,9,1.0,0.9993982608508528,0.8146477282032027
Gilbert,9,0.25,5,0,1.0,0.9866769455291656,0.7680752155402221
Gilbert,9,0.25,5,1,1.0,0.9999999999997442,0.8187669679814136
Gilbert,9,0.25,5,2,1.0,0.34415708809387263,0.8286109652690643
Gilbert,9,0.25,5,3,-0.75,0.6365716003771295,0.6365716002071756
Gilbert,9,0.25,5,4,0.0,0.7679255031896153,0.8221590607790847
Gilbert,9,0.25,5,5,1.0,0.9999868626846666,0.6527229020556371
Gilbert,9,0.25,5,6,0.25,0.6914893839954388,0.6914893843518319
Gilbert,9,0.25,5,7,1.0,0.999999998413402,0.9175048490206136
Gilbert,9,0.25,5,8,1.0,0.9929845789095483,0.9181193565489902
Gilbert,9,0.25,5,9,0.375,0.8809763224833546,0.7378018586425098
Gilbert,10,0.25,5,0,1.0,0.9999999999921223,0.8540737900113581
Gilbert,10,0.25,5,1,1.0,0.9743604610921238,0.8110132930568176
Gilbert,10,0.25,5,2,1.0,0.9999887186197768,0.715926268789762
Gilbert,10,0.25,5,3,1.0,0.9779711725900009,0.8239766724620574
Gilbert,10,0.25,5,4,-0.1,0.7322380685140566,0.7140464097271348
Gilbert,10,0.25,5,5,0.7,0.7626712990036884,0.7626712993028113
Gilbert,10,0.25,5,6,1.0,0.9702530436386866,0.7794514302554371
Gilbert,10,0.25,5,7,1.0,0.9999999938582742,0.7186140903529341
Gilbert,10,0.25,5,8,1.0,0.9986540278213195,0.9516689486685108
Gilbert,10,0.25,5,9,1.0,0.9999999987083662,0.6199482192031183
Gilbert,11,0.25,5,0,1.0,0.9855303426059917,0.8203235034700945
Gilbert,11,0.25,5,1,1.0,0.9999999993133276,0.6366264397051152
Gilbert,11,0.25,5,2,0.5,0.6999999994494012,0.6999999995633452
Gilbert,11,0.25,5,3,1.0,0.9788536450838613,0.7555277470013143
Gilbert,11,0.25,5,4,0.2,0.8164204225218537,0.8862864846975604
Gilbert,11,0.25,5,5,0.4,0.8306399280500308,0.6730101062085433
Gilbert,11,0.25,5,6,1.0,0.9746645627557784,0.4669887093307832
Gilbert,11,0.25,5,7,1.0,0.9819844078838557,0.8698959003930087
Gilbert,11,0.25,5,8,0.25,0.76555829000676,0.8656291300288333
Gilbert,11,0.25,5,9,1.0,0.9999999999516321,0.7814196828871506
Gilbert,12,0.25,5,0,0.7,0.6502343288156309,0.6542606329036541
Gilbert,12,0.25,5,1,1.0,0.9146977538338246,0.7236572780969984
Gilbert,12,0.25,5,2,0.08333333333333333,0.7776356400106041,0.7020968799877134
Gilbert,12,0.25,5,3,-0.4,0.764623889970605,0.7646238899437068
Gilbert,12,0.25,5,4,0.1,0.6309346297431944,0.6309346277708459
Gilbert,12,0.25,5,5,0.2,0.7277697395014519,0.727769739040108
Gilbert,12,0.25,5,6,0.3333333333333333,0.8137824205588832,0.8532504174520755
Gilbert,12,0.25,5,7,0.4,0.6541256534109463,0.6449557741000582
Gilbert,12,0.25,5,8,-0.6,0.7318312992231991,0.6379850729832963
Gilbert,12,0.25,5,9,1.0,0.9999999999691686,0.6827924343671768
Gilbert,13,0.25,5,0,1.0,0.8543306578326924,0.6580770518645976
Gilbert,13,0.25,5,1,1.0,0.9999999999905317,0.9445250328844847
Gilbert,13,0.25,5,2,1.0,0.9394325128040499,0.8270013215928859
Gilbert,13,0.25,5,3,-0.08333333333333333,0.5284238548039094,0.6981200423856261
Gilbert,13,0.25,5,4,-0.16666666666666666,0.6734507188668902,0.6734507188783936
Gilbert,13,0.25,5,5,-0.07142857142857142,0.7713436175688047,0.5942768771714662
Gilbert,13,0.25,5,6,-0.16666666666666666,0.5812706902099748,0.5812706901244492
Gilbert,13,0.25,5,7,1.0,0.9999999998805047,0.78975574248815
Gilbert,13,0.25,5,8,1.0,0.603980771396653,0.7299214129046558
Gilbert,13,0.25,5,9,0.1,0.7506243636989417,0.7039178694298179
Gilbert,14,0.25,5,0,0.75,0.7084873763054375,0.8843759665934758
Gilbert,14,0.25,5,1,1.0,0.9999888147981386,0.8875084889951343
Gilbert,14,0.25,5,2,0.25,0.6191187722170587,0.6191187834310791
Gilbert,14,0.25,5,3,1.0,0.9999999530740318,0.7210622343281392
Gilbert,14,0.25,5,4,1.0,0.9999999999977829,0.633640337295053
Gilbert,14,0.25,5,5,0.3333333333333333,0.6053799885166263,0.3542623724013049
Gilbert,14,0.25,5,6,-1.1428571428571428,0.7545735492788531,0.7172339871984192
Gilbert,14,0.25,5,7,0.25,0.5470696346576154,0.6286881864590637
Gilbert,14,0.25,5,8,1.0,0.7449086228670116,0.47136720727590486
Gilbert,14,0.25,5,9,-0.8,0.7545621606133566,0.754562172344394
Gilbert,15,0.25,5,0,-0.4166666666666667,0.6014964022062039,0.5084098449597557
Gilbert,15,0.25,5,1,1.0,0.9786427687859287,0.8054933876162239
Gilbert,15,0.25,5,2,0.0,0.5960283101701679,0.05066550857379796
Gilbert,15,0.25,5,3,0.3333333333333333,-0.11072846250734487,0.6426916430432233
Gilbert,15,0.25,5,4,-0.7142857142857143,0.42681543493366625,0.5861579855365042
Gilbert,15,0.25,5,5,0.6875,0.7096389789934879,0.6660924367050532
Gilbert,15,0.25,5,6,-0.08333333333333333,0.03984523991105634,0.5604853692612446
Gilbert,15,0.25,5,7,0.42857142857142855,0.609234724275894,0.758893488999744
Gilbert,15,0.25,5,8,-0.21428571428571427,0.7234171135474448,0.6428207031929584
Gilbert,15,0.25,5,9,-0.2857142857142857,0.700749093500999,0.6711059351947793
Gilbert,5,0.25,7,0,1.0,0.9990790986490742,0.9771245348106649
Gilbert,5,0.25,7,1,1.0,0.9999999324205993,0.9996706757159856
Gilbert,5,0.25,7,2,1.0,0.9999999999946054,0.9999999999949034
Gilbert,5,0.25,7,3,1.0,0.9999999999946054,0.9999999999949021
Gilbert,5,0.25,7,4,1.0,0.75,0.500000000000001
Gilbert,5,0.25,7,5,1.0,0.9999999131690789,0.9996706744069819
Gilbert,5,0.25,7,6,1.0,0.9987412979422127,0.9931762546326243
Gilbert,5,0.25,7,7,1.0,0.9999999999753176,0.9999999999997918
Gilbert,5,0.25,7,8,1.0,0.9987412979424347,0.9976515528033056
Gilbert,5,0.25,7,9,1.0,0.9999995439966444,0.9972060348365046
Gilbert,6,0.25,7,0,1.0,0.9999999996641483,0.9999999982419897
Gilbert,6,0.25,7,1,1.0,0.9999999995480267,0.9436550492915543
Gilbert,6,0.25,7,2,1.0,0.999999999664313,0.9999999987277629
Gilbert,6,0.25,7,3,1.0,0.9999999989513824,0.9126094599688628
Gilbert,6,0.25,7,4,1.0,0.9986528221648927,0.9631541337920213
Gilbert,6,0.25,7,5,1.0,0.9999999999981608,0.9999999999990119
Gilbert,6,0.25,7,6,1.0,0.9999904830149613,0.9999964685310805
Gilbert,6,0.25,7,7,1.0,0.7500000000000003,0.5000000000000011
Gilbert,6,0.25,7,8,1.0,0.9999995529183202,0.9960735793377499
Gilbert,6,0.25,7,9,1.0,0.9999999999981615,0.9999999999990128
Gilbert,7,0.25,7,0,0.125,0.7624798853377123,0.8597764956452365
Gilbert,7,0.25,7,1,1.0,0.9975423563239981,0.7458727088861146
Gilbert,7,0.25,7,2,1.0,0.9999999981710772,0.8272172059609855
Gilbert,7,0.25,7,3,1.0,0.9999999526508955,0.7584052674659675
Gilbert,7,0.25,7,4,1.0,0.9999089643031736,0.9873951023297798
Gilbert,7,0.25,7,5,1.0,0.9999999958181902,0.99872474516468
Gilbert,7,0.25,7,6,1.0,0.999999992283279,0.9604417522580504
Gilbert,7,0.25,7,7,1.0,0.9999999987441441,0.9574484468221076
Gilbert,7,0.25,7,8,1.0,0.9999999557579801,0.7543356032493352
Gilbert,7,0.25,7,9,1.0,0.9999954491898384,0.8331073963897399
Gilbert,8,0.25,7,0,1.0,0.9999996988690855,0.925913445496815
Gilbert,8,0.25,7,1,1.0,0.9999999994068874,0.8511667515102908
Gilbert,8,0.25,7,2,1.0,0.995636007826296,0.9323302022569969
Gilbert,8,0.25,7,3,0.125,0.8012269587090971,0.8473155970246702
Gilbert,8,0.25,7,4,1.0,0.9999999456259951,0.8454362205047619
Gilbert,8,0.25,7,5,1.0,0.9999999652752323,0.8932267246133307
Gilbert,8,0.25,7,6,1.0,0.9999999979559803,0.6291304499258008
Gilbert,8,0.25,7,7,1.0,0.999999998537285,0.9367374299217921
Gilbert,8,0.25,7,8,1.0,0.9502897267539987,0.9300972792694637
Gilbert,8,0.25,7,9,1.0,0.9999999995307753,0.8788204577149241
Gilbert,9,0.25,7,0,1.0,0.9923819610398101,0.8062739013934056
Gilbert,9,0.25,7,1,1.0,0.9999999997763285,0.8938808604035167
Gilbert,9,0.25,7,2,0.75,0.7445127832896187,0.8328166016085392
Gilbert,9,0.25,7,3,0.375,0.6928751085216676,0.6928751021597871
Gilbert,9,0.25,7,4,0.375,0.8440924963698718,0.8781333391198329
Gilbert,9,0.25,7,5,1.0,0.999988757624438,0.7926944158700275
Gilbert,9,0.25,7,6,0.375,0.7536570173161672,0.774344739627221
Gilbert,9,0.25,7,7,1.0,0.9999999966288181,0.9826856195539969
Gilbert,9,0.25,7,8,1.0,0.998047184773648,0.9575909921062923
Gilbert,9,0.25,7,9,0.625,0.9284276859928564,0.7698236004338339
Gilbert,10,0.25,7,0,1.0,0.9999998635690424,0.9215282226409841
Gilbert,10,0.25,7,1,1.0,0.9941515898323678,0.976661344255411
Gilbert,10,0.25,7,2,1.0,0.9999941365816208,0.755228709917456
Gilbert,10,0.25,7,3,1.0,0.9999996283986367,0.8873257221683051
Gilbert,10,0.25,7,4,0.4,0.7890959934721737,0.8291096666864058
Gilbert,10,0.25,7,5,-0.2,0.8543229029792239,0.8543229006217343
Gilbert,10,0.25,7,6,1.0,0.9999999420436975,0.8364903647456877
Gilbert,10,0.25,7,7,1.0,0.9999999985242095,0.8443174692467333
Gilbert,10,0.25,7,8,1.0,0.9999945253789486,0.9998523021328177
Gilbert,10,0.25,7,9,1.0,0.9999998949260671,0.6385047832054166
Gilbert,11,0.25,7,0,1.0,0.9920396692846648,0.7031470205490654
Gilbert,11,0.25,7,1,1.0,0.999999996461778,0.7387628740603924
Gilbert,11,0.25,7,2,-0.6,0.7304162876650031,0.7042072204091149
Gilbert,11,0.25,7,3,1.0,0.9916105177743267,0.8083184751490947
Gilbert,11,0.25,7,4,0.6,0.9145223116988591,0.9705132598090138
Gilbert,11,0.25,7,5,-1.1,0.8937571340934245,0.8487997708440528
Gilbert,11,0.25,7,6,0.8,0.9900007173400909,0.9437542004247697
Gilbert,11,0.25,7,7,1.0,0.9949603995102244,0.9214234872149346
Gilbert,11,0.25,7,8,-0.08333333333333333,0.8415690264150913,0.6810849755960291
Gilbert,11,0.25,7,9,1.0,0.9999999625698095,0.8275109803395105
Gilbert,12,0.25,7,0,0.5,0.6044280513528317,0.6776097996493486
Gilbert,12,0.25,7,1,1.0,0.9999999928721643,0.6810527109724038
Gilbert,12,0.25,7,2,-0.4166666666666667,0.719480626904328,0.7509855240054701
Gilbert,12,0.25,7,3,0.0,0.8268274493272969,0.8268274489849446
Gilbert,12,0.25,7,4,-1.1,0.6723113501990057,0.6723113513211633
Gilbert,12,0.25,7,5,0.2,0.7768403164236352,0.7768403148097667
Gilbert,12,0.25,7,6,0.3333333333333333,0.8389082240175935,0.9031993353970204
Gilbert,12,0.25,7,7,0.4,0.7988588848561656,0.6823683957498711
Gilbert,12,0.25,7,8,-0.5,0.7304588215443177,0.693710448485939
Gilbert,12,0.25,7,9,1.0,0.9999999767563961,0.8783520444292598
Gilbert,13,0.25,7,0,1.0,0.3554665861045828,0.8108013349459056
Gilbert,13,0.25,7,1,1.0,0.9999999998368372,0.9611523431094161
Gilbert,13,0.25,7,2,1.0,0.9848481285905237,0.8810331642159951
Gilbert,13,0.25,7,3,-0.16666666666666666,0.6681885029067929,0.7664878004291187
Gilbert,13,0.25,7,4,-0.9166666666666666,0.8250405427214421,0.8250405432189237
Gilbert,13,0.25,7,5,0.7857142857142857,0.6852895665625348,0.7949445229184606
Gilbert,13,0.25,7,6,-1.1666666666666667,0.7373708591261957,0.7012118499151359
Gilbert,13,0.25,7,7,1.0,0.49410550727224956,0.8365289237821056
Gilbert,13,0.25,7,8,1.0,0.796216503092923,0.8410091844931784
Gilbert,13,0.25,7,9,0.1,0.8247906784928775,0.6650243541710619
Gilbert,14,0.25,7,0,-0.8333333333333334,0.8500488777513423,0.9307203463192621
Gilbert,14,0.25,7,1,1.0,0.9999920036759586,0.9036353760465341
Gilbert,14,0.25,7,2,0.16666666666666666,0.6070570067631813,0.6070570069612017
Gilbert,14,0.25,7,3,1.0,0.9999997015220842,0.7787512141054275
Gilbert,14,0.25,7,4,1.0,0.878561618135055,0.7514065381359207
Gilbert,14,0.25,7,5,-1.5,0.4925507900982134,0.019654548278823587
Gilbert,14,0.25,7,6,0.42857142857142855,0.6802000816761843,0.7894213766099737
Gilbert,14,0.25,7,7,0.5,0.5654366407717375,0.6871693027785315
Gilbert,14,0.25,7,8,1.0,0.9999999930203494,0.673920631387487
Gilbert,14,0.25,7,9,-0.3,0.8212283544641512,0.8212283566505925
Gilbert,15,0.25,7,0,-1.3333333333333333,0.8002397628617596,0.7161588522069607
Gilbert,15,0.25,7,1,1.0,0.9858034818228357,0.6876500838431344
Gilbert,15,0.25,7,2,-0.7857142857142857,0.7171433344376342,0.6148753110460513
Gilbert,15,0.25,7,3,-0.25,0.48609701497198143,0.6239217279961182
Gilbert,15,0.25,7,4,0.5,0.6645162332959471,0.7167618075300035
Gilbert,15,0.25,7,5,0.4375,0.8309327685287143,0.816400677225931
Gilbert,15,0.25,7,6,-0.5,0.1404984517040786,0.5090427490240484
Gilbert,15,0.25,7,7,1.0,0.8266382589962651,0.8333223107310622
Gilbert,15,0.25,7,8,0.42857142857142855,0.7818659558925644,0.7465046962744901
Gilbert,15,0.25,7,9,0.6428571428571429,0.771167824628553,0.7746258682915376
Gilbert,5,0.25,10,0,1.0,0.9999978795877923,0.9974391510655408
Gilbert,5,0.25,10,1,1.0,0.9999997068553125,0.9999999915175813
Gilbert,5,0.25,10,2,1.0,0.9999999999996161,0.9999999999928527
Gilbert,5,0.25,10,3,1.0,0.9999999999996156,0.9999999999928528
Gilbert,5,0.25,10,4,1.0,0.75,0.4999999999999985
Gilbert,5,0.25,10,5,1.0,0.9999997038978264,0.9999972180784598
Gilbert,5,0.25,10,6,1.0,0.9998914086309809,0.9998874240119692
Gilbert,5,0.25,10,7,1.0,0.9999999999922243,0.9999999999970098
Gilbert,5,0.25,10,8,1.0,0.9998912878297924,0.9998854106264498
Gilbert,5,0.25,10,9,1.0,0.9999998387996429,0.999999998121453
Gilbert,6,0.25,10,0,1.0,0.9999999904470555,0.9999999991146623
Gilbert,6,0.25,10,1,1.0,0.9999999067514043,0.9572190191121868
Gilbert,6,0.25,10,2,1.0,0.9999999904469729,0.9999999935726661
Gilbert,6,0.25,10,3,1.0,0.9999976499959157,0.9778885902139772
Gilbert,6,0.25,10,4,1.0,0.9999135247936404,0.9958909719418536
Gilbert,6,0.25,10,5,1.0,0.9999999999009909,0.9999999999999297
Gilbert,6,0.25,10,6,1.0,0.9999997870366353,0.9999983076859157
Gilbert,6,0.25,10,7,1.0,0.7500000000000003,0.4999999999999985
Gilbert,6,0.25,10,8,1.0,0.9999995260884126,0.9994769458106662
Gilbert,6,0.25,10,9,1.0,0.9999999999009898,0.9999999999999297
Gilbert,7,0.25,10,0,0.625,0.8601106781959827,0.944537039283071
Gilbert,7,0.25,10,1,1.0,0.9993857925334303,0.9363771755676854
Gilbert,7,0.25,10,2,1.0,0.9999977991448672,0.8872130607816902
Gilbert,7,0.25,10,3,1.0,0.9999989610382075,0.8315378547801707
Gilbert,7,0.25,10,4,1.0,0.9999963817548994,0.9970649698534055
Gilbert,7,0.25,10,5,1.0,0.9999997568900405,0.9999999478250995
Gilbert,7,0.25,10,6,1.0,0.9999999513303018,0.9849212620608544
Gilbert,7,0.25,10,7,1.0,0.9999998626140221,0.8701965253600502
Gilbert,7,0.25,10,8,1.0,0.999999511998999,0.8314238671047227
Gilbert,7,0.25,10,9,1.0,0.9999989478490308,0.8975121567846366
Gilbert,8,0.25,10,0,1.0,0.9999986570301973,0.9785688438321145
Gilbert,8,0.25,10,1,1.0,0.9999998090065961,0.8710859303354092
Gilbert,8,0.25,10,2,1.0,0.9956896448983968,0.9781598797723167
Gilbert,8,0.25,10,3,-0.25,0.9480639070567279,0.9083893845264732
Gilbert,8,0.25,10,4,1.0,0.9999997317612586,0.9392129047893054
Gilbert,8,0.25,10,5,1.0,0.9999993651353194,0.9605683071013509
Gilbert,8,0.25,10,6,1.0,0.9999999009445869,0.6378879030750537
Gilbert,8,0.25,10,7,1.0,0.9999999976062837,0.9999999960796409
Gilbert,8,0.25,10,8,1.0,0.9999999977458751,0.9839813640563786
Gilbert,8,0.25,10,9,1.0,0.9999999880377232,0.9363835962094719
Gilbert,9,0.25,10,0,1.0,0.9952767473031713,0.8828016582909359
Gilbert,9,0.25,10,1,1.0,0.999999991601709,0.8682154169269871
Gilbert,9,0.25,10,2,-0.875,0.9216441443306571,0.8362425348147019
Gilbert,9,0.25,10,3,-0.125,0.8262215533046784,0.7271610861172387
Gilbert,9,0.25,10,4,0.5,0.8134673557500383,0.9311262651277062
Gilbert,9,0.25,10,5,1.0,0.99999993658361,0.775302215076182
Gilbert,9,0.25,10,6,-0.375,0.8868106216807148,0.8863062124544066
Gilbert,9,0.25,10,7,1.0,0.9999994031956838,0.9917898009054668
Gilbert,9,0.25,10,8,1.0,0.9995895549864219,0.9909671376642356
Gilbert,9,0.25,10,9,0.75,0.8881128182224427,0.8960887342882118
Gilbert,10,0.25,10,0,1.0,0.9876374364614127,0.9384615964169217
Gilbert,10,0.25,10,1,1.0,0.999999998598366,0.9818424213383032
Gilbert,10,0.25,10,2,1.0,0.9999970464771856,0.8360252839744274
Gilbert,10,0.25,10,3,1.0,0.9999998392879906,0.9443618222844915
Gilbert,10,0.25,10,4,0.8,0.8898834587059122,0.8681832076502257
Gilbert,10,0.25,10,5,-0.5,0.9058303794623951,0.9401383407182509
Gilbert,10,0.25,10,6,1.0,0.9999998291762657,0.9129007017612522
Gilbert,10,0.25,10,7,1.0,0.9999999792164567,0.8689874941125835
Gilbert,10,0.25,10,8,1.0,0.9999997214306541,0.9999999947151783
Gilbert,10,0.25,10,9,1.0,0.9999996786122848,0.9627210046705994
Gilbert,11,0.25,10,0,1.0,0.9973280643057248,0.8977998219494604
Gilbert,11,0.25,10,1,1.0,0.9999999554565956,0.8621405013453598
Gilbert,11,0.25,10,2,-0.1,0.726762434095861,0.6999997965621694
Gilbert,11,0.25,10,3,1.0,0.998878453888667,0.7499999445870986
Gilbert,11,0.25,10,4,0.4,0.9238307373233179,0.988070809322154
Gilbert,11,0.25,10,5,0.4,0.9020804722429867,0.9385427353662662
Gilbert,11,0.25,10,6,0.9,0.9983619856125326,0.9709125085404479
Gilbert,11,0.25,10,7,1.0,0.9983031004800021,0.9554518393618182
Gilbert,11,0.25,10,8,0.5833333333333334,0.8518577563267687,0.9377133953732913
Gilbert,11,0.25,10,9,1.0,0.9999999724894346,0.8706081501343647
Gilbert,12,0.25,10,0,-0.4,0.7667112855061365,0.8672024919626475
Gilbert,12,0.25,10,1,1.0,0.9999999862332195,0.7523044990910349
Gilbert,12,0.25,10,2,0.4166666666666667,0.8574380216672219,0.7584599739268166
Gilbert,12,0.25,10,3,-0.4,0.8585915902863768,0.8585916092990349
Gilbert,12,0.25,10,4,-0.3,0.8595500443933114,0.8206326473166747
Gilbert,12,0.25,10,5,-0.9,0.824906309696485,0.824906484308689
Gilbert,12,0.25,10,6,0.5833333333333334,0.9327632591221401,0.9535590572733686
Gilbert,12,0.25,10,7,0.0,0.8164174866069389,0.7295957004196773
Gilbert,12,0.25,10,8,-1.4,0.8508844334606553,0.7086556309019366
Gilbert,12,0.25,10,9,1.0,0.9999994218176796,0.9077731902502294
Gilbert,13,0.25,10,0,1.0,0.9999999356850553,0.8941419025518077
Gilbert,13,0.25,10,1,1.0,0.9999999613358752,0.9867326784134969
Gilbert,13,0.25,10,2,1.0,0.9936734529730394,0.9193264256075713
Gilbert,13,0.25,10,3,-1.0833333333333333,0.7818843290345593,0.7984075252658882
Gilbert,13,0.25,10,4,-0.08333333333333333,0.8995085510645148,0.8995085557302497
Gilbert,13,0.25,10,5,0.5714285714285714,0.8749142643090677,0.812916388506822
Gilbert,13,0.25,10,6,0.16666666666666666,0.8263288061230712,0.7074373004387873
Gilbert,13,0.25,10,7,1.0,0.9999996093813381,0.8861379235665539
Gilbert,13,0.25,10,8,1.0,0.9999999553183945,0.865786956654526
Gilbert,13,0.25,10,9,-0.5,0.9026009764151484,0.8771897245066802
Gilbert,14,0.25,10,0,0.3333333333333333,0.9373439092281783,0.9467941559625958
Gilbert,14,0.25,10,1,1.0,0.9999994196418049,0.9613203263499894
Gilbert,14,0.25,10,2,-0.25,0.6705891568054966,0.6710057413996643
Gilbert,14,0.25,10,3,1.0,0.9999998181312886,0.8760308752180022
Gilbert,14,0.25,10,4,1.0,0.9679229291930265,0.862787107749323
Gilbert,14,0.25,10,5,-0.8333333333333334,0.49072151607845943,0.6008631171707073
Gilbert,14,0.25,10,6,0.21428571428571427,0.8797991235970825,0.9135599252956291
Gilbert,14,0.25,10,7,0.3333333333333333,0.5890916904906537,0.773620293704933
Gilbert,14,0.25,10,8,1.0,0.5411637336130212,0.7220866056715626
Gilbert,14,0.25,10,9,-0.3,0.808224590520361,0.7146011304124638
Gilbert,15,0.25,10,0,-0.3333333333333333,0.7939188925418659,0.7797913840371052
Gilbert,15,0.25,10,1,1.0,0.9953384913344544,0.919291170599051
Gilbert,15,0.25,10,2,-0.35714285714285715,0.8099201144586756,0.7846224706758775
Gilbert,15,0.25,10,3,-0.08333333333333333,0.6652656377209994,0.7159861993484683
Gilbert,15,0.25,10,4,0.35714285714285715,0.633850722731272,0.7719839761106534
Gilbert,15,0.25,10,5,0.125,0.8542172284228654,0.8659086061336676
Gilbert,15,0.25,10,6,0.3333333333333333,0.5278721987521301,0.7709261019383323
Gilbert,15,0.25,10,7,-1.1428571428571428,0.8866074974504146,0.7545120523153751
Gilbert,15,0.25,10,8,0.14285714285714285,0.8482203064193098,0.8485673446430465
Gilbert,15,0.25,10,9,-0.35714285714285715,0.8200715207665991,0.7488287777824559
complete,5,,1,0,-1.5,0.5801787318458183,0.5801787318458196
complete,6,,1,0,-1.5,0.5064361795699952,0.5064361795699917
complete,7,,1,0,-1.5,0.4567043183174029,0.45670431831739844
complete,8,,1,0,-1.5,0.4217547252063838,0.42175472520638735
complete,9,,1,0,-16.5,0.39665346912559585,0.3966534691255994
complete,10,,1,0,-1.5,0.48547756404623854,0.48547756404632025
complete,11,,1,0,-16.5,0.48553568955648885,0.48553568955642135
complete,12,,1,0,-5.0,0.4855761741348985,0.48557617413494825
complete,13,,1,0,-34.0,0.48561196670053874,0.4856119667004677
complete,14,,1,0,-45.0,0.485647882165253,0.48564788216462773
complete,15,,1,0,-45.0,0.4856853988944536,0.48568539889400597
complete,16,,1,0,-10.0,0.4857246515008242,0.4857246515008953
complete,17,,1,0,-16.5,0.48576527873420616,0.4857652787350162
complete,18,,1,0,-34.0,0.4858067842236409,0.4858067842226532
complete,19,,1,0,-34.0,0.4858486844219527,0.48584868442223694
complete,20,,1,0,-34.0,0.4858905623680698,0.4858905623693772
complete,5,,2,0,-5.0,0.6815264293803784,0.6815264293803782
complete,6,,2,0,1.0,0.07172309422880119,0.07172309422880296
complete,7,,2,0,-5.0,-1.658340025571973,-1.6583400255719671
complete,8,,2,0,-1.5,-0.6980026252486908,-0.6980026252486837
complete,9,,2,0,-16.5,-1.8530530900667053,-1.853053090066715
complete,10,,2,0,-10.0,-0.16416032419403592,-0.16416032419398086
complete,11,,2,0,-5.0,-0.10005244892638743,-0.10005244892626663
complete,12,,2,0,-5.0,-0.04579150018101075,-0.04579150018073008
complete,13,,2,0,-24.5,-0.0008985523252427186,-0.0008985523252960093
complete,14,,2,0,-24.5,0.03553825510210373,0.03553825510207531
complete,15,,2,0,-34.0,0.06476066033399519,0.0647606603330182
complete,16,,2,0,-45.0,0.08798598253474665,0.08798598253409295
complete,17,,2,0,-57.5,0.10630779322839601,0.10630779322725914
complete,18,,2,0,-34.0,0.12066195403789948,0.12066195403919266
complete,19,,2,0,-45.0,0.1318286639366022,0.13182866393599113
complete,20,,2,0,-71.5,0.14044861734058856,0.14044861733898273
complete,5,,3,0,1.0,0.8403663603109415,0.840366360310945
complete,6,,3,0,-5.0,0.8423136010058858,0.8423136010058734
complete,7,,3,0,-5.0,-0.4754518553541578,-0.4754518553541649
complete,8,,3,0,-10.0,0.3367661732176188,0.33676617409938103
complete,9,,3,0,-1.5,-5.020313698083408,-5.020313697219965
complete,10,,3,0,-24.5,0.7194679257738557,0.7194679267594317
complete,11,,3,0,-10.0,0.7541682444452231,0.7541682444455091
complete,12,,3,0,-34.0,0.7546956191611258,0.7546956191613887
complete,13,,3,0,-24.5,0.7555734461247567,0.7555734461256165
complete,14,,3,0,-5.0,0.7566099214339204,0.7566099313160137
complete,15,,3,0,-10.0,0.7577084368605185,0.7577084389921254
complete,16,,3,0,-71.5,0.7588154822251738,0.7588154800567537
complete,17,,3,0,-45.0,0.7599001457661672,0.7599001455533454
complete,18,,3,0,-34.0,0.7609445909133257,0.7609446403229327
complete,19,,3,0,-34.0,0.7619392510432874,0.7619393102647862
complete,20,,3,0,-142.5,0.7628796556926289,0.7628796338260244
complete,5,,5,0,-1.5,0.9999999973884819,0.999999986860161
complete,6,,5,0,-5.0,0.933725979315577,0.9337259785363203
complete,7,,5,0,-10.0,0.6366762585283414,0.6366762526794449
complete,8,,5,0,0.5,0.8610371080897554,0.835751916778591
complete,9,,5,0,-16.5,0.44151002331706835,0.4415100476827245
complete,10,,5,0,-5.0,-2.2880522124917597,-2.2880521077880793
complete,11,,5,0,-24.5,0.9922270183236463,0.992225580808249
complete,12,,5,0,-16.5,0.9910795095167302,0.9910794965620582
complete,13,,5,0,-24.5,0.9912799119952638,0.9912799849324045
complete,14,,5,0,-10.0,0.9915337705508129,0.9915370107845476
complete,15,,5,0,-5.0,0.9917919805512412,0.9917916331723191
complete,16,,5,0,-57.5,0.9920227679337827,0.9920227684895906
complete,17,,5,0,-34.0,0.9922225911686127,0.9540789166137316
complete,18,,5,0,-45.0,0.953438849941179,0.953441807208506
complete,19,,5,0,-10.0,0.9899413634976497,0.9925316795544035
complete,20,,5,0,-87.0,0.9521950190201949,0.9522226574663719
complete,5,,7,0,1.0,0.9999999973792462,0.9999999985559294
